Hour,Load (kW),Load (kW)
2200,66406.8049,0.664068049
2201,66741.7434,0.667417434
2202,67682.6634,0.676826634
2203,65953.6755,0.659536755
2204,69979.8221,0.699798221
2205,71001.3794,0.710013794
2206,65655.7739,0.656557739
2207,64675.4729,0.646754729
2208,72938.6708,0.729386708
2209,71918.9984,0.719189984
2210,75307.3854,0.753073854
2211,60533.3182,0.605333182
2212,70411.1042,0.704111042
2213,78103.7775,0.781037775
2214,77516.4269,0.775164269
2215,71140.8833,0.711408833
2216,75286.8711,0.752868711
2217,78532.5359,0.785325359
2218,77757.0819,0.777570819
2219,82286.7315,0.822867315
2220,74673.0482,0.746730482
2221,81704.2755,0.817042755
2222,83766.4448,0.837664448
2223,81217.6451,0.812176451
2224,74235.0776,0.742350776
2225,72474.9573,0.724749573
2226,68143.6987,0.681436987
2227,69108.4408,0.691084408
2228,69413.7992,0.694137992
2229,74884.4808,0.748844808
2230,78687.3789,0.786873789
2231,73435.194,0.73435194
2232,70127.8145,0.701278145
2233,64924.0368,0.649240368
2234,71673.4652,0.716734652
2235,69482.3363,0.694823363
2236,62069.4753,0.620694753
2237,57508.6958,0.575086958
2238,61020.2224,0.610202224
2239,62498.1043,0.624981043
2240,59930.3478,0.599303478
2241,75686.281,0.75686281
2242,70798.9504,0.707989504
2243,79445.8522,0.794458522
2244,71345.4248,0.713454248
2245,76338.1564,0.763381564
2246,74471.8765,0.744718765
2247,79431.6206,0.794316206
2248,77340.2133,0.773402133
2249,73310.0266,0.733100266
2250,73761.0914,0.737610914
2251,70139.5925,0.701395925
2252,66766.0499,0.667660499
2253,75605.1894,0.756051894
2254,72824.7285,0.728247285
2255,71814.7237,0.718147237
2256,74074.9745,0.740749745
2257,75022.718,0.75022718
2258,75708.3108,0.757083108
2259,86300.2155,0.863002155
2260,74224.2826,0.742242826
2261,72031.5351,0.720315351
2262,68727.0785,0.687270785
2263,61440.4672,0.614404672
2264,65354.7638,0.653547638
2265,67673.1182,0.676731182
2266,65428.7306,0.654287306
2267,62126.0172,0.621260172
2268,64776.8424,0.647768424
2269,65028.4462,0.650284462
2270,72897.3458,0.728973458
2271,72494.9918,0.724949918
2272,73794.4181,0.737944181
2273,74117.5133,0.741175133
2274,78905.5516,0.789055516
2275,75487.8483,0.754878483
2276,71901.8172,0.719018172
2277,73675.5332,0.736755332
2278,69938.9297,0.699389297
2279,69598.6248,0.695986248
2280,69634.8915,0.696348915
2281,73414.7876,0.734147876
2282,78814.2145,0.788142145
2283,73088.7111,0.730887111
2284,64033.7637,0.640337637
2285,62021.7336,0.620217336
2286,67555.6819,0.675556819
2287,60999.7653,0.609997653
2288,58008.9956,0.580089956
2289,61839.13,0.6183913
2290,63894.4195,0.638944195
2291,58711.7176,0.587117176
2292,64007.151,0.64007151
2293,66456.6135,0.664566135
2294,68625.3537,0.686253537
2295,71294.2281,0.712942281
2296,72375.1401,0.723751401
2297,69388.7817,0.693887817
2298,71985.3942,0.719853942
2299,70955.9285,0.709559285
2300,70629.3406,0.706293406
2301,72210.1427,0.722101427
2302,69274.2556,0.692742556
2303,66391.5624,0.663915624
2304,65448.5536,0.654485536
2305,70519.2068,0.705192068
2306,63356.5587,0.633565587
2307,59639.3776,0.596393776
2308,58875.2951,0.588752951
2309,55712.2798,0.557122798
2310,53627.5466,0.536275466
2311,53053.4746,0.530534746
2312,56025.7235,0.560257235
2313,54160.1725,0.541601725
2314,57179.636,0.57179636
2315,52009.2165,0.520092165
2316,55010.7194,0.550107194
2317,57588.6237,0.575886237
2318,60618.9749,0.606189749
2319,54588.9368,0.545889368
2320,55201.2612,0.552012612
2321,54791.5118,0.547915118
2322,57700.2773,0.577002773
2323,58923.9419,0.589239419
2324,59799.4239,0.597994239
2325,55378.5481,0.553785481
2326,54327.4377,0.543274377
2327,54443.8447,0.544438447
2328,54207.864,0.54207864
2329,62792.7443,0.627927443
2330,57581.4988,0.575814988
2331,50041.4106,0.500414106
2332,48509.5927,0.485095927
2333,49118.5697,0.491185697
2334,46888.8938,0.468888938
2335,48779.8768,0.487798768
2336,48485.2247,0.484852247
2337,54410.7907,0.544107907
2338,48514.6835,0.485146835
2339,53354.7019,0.533547019
2340,54374.6218,0.543746218
2341,54535.964,0.54535964
2342,57371.3009,0.573713009
2343,57132.7341,0.571327341
2344,57079.5443,0.570795443
2345,58610.1586,0.586101586
2346,59392.802,0.59392802
2347,58870.9519,0.588709519
2348,60642.8287,0.606428287
2349,59071.7302,0.590717302
2350,62640.6435,0.626406435
2351,61765.1005,0.617651005
2352,63634.2708,0.636342708
2353,61239.1477,0.612391477
2354,70539.3604,0.705393604
2355,64308.5688,0.643085688
2356,62873.4529,0.628734529
2357,60706.2801,0.607062801
2358,59929.0295,0.599290295
2359,54963.1097,0.549631097
2360,59084.4128,0.590844128
2361,62197.4094,0.621974094
2362,59072.5046,0.590725046
2363,67029.8229,0.670298229
2364,60420.7017,0.604207017
2365,62201.6818,0.622016818
2366,76250.4075,0.762504075
2367,66393.1295,0.663931295
2368,67283.9046,0.672839046
2369,68069.5022,0.680695022
2370,74203.3952,0.742033952
2371,72251.0021,0.722510021
2372,73896.0873,0.738960873
2373,68540.229,0.68540229
2374,72461.132,0.72461132
2375,74225.0356,0.742250356
2376,75910.2955,0.759102955
2377,81240.1932,0.812401932
2378,71986.3453,0.719863453
2379,68984.8141,0.689848141
2380,64959.8561,0.649598561
2381,64026.643,0.64026643
2382,64639.9756,0.646399756
2383,63881.5939,0.638815939
2384,63077.0392,0.630770392
2385,62361.3799,0.623613799
2386,58381.8573,0.583818573
2387,61011.2024,0.610112024
2388,62296.1718,0.622961718
2389,64526.882,0.64526882
2390,72024.9272,0.720249272
2391,76265.8597,0.762658597
2392,69739.4235,0.697394235
2393,78839.2925,0.788392925
2394,70837.4655,0.708374655
2395,66450.8548,0.664508548
2396,68149.4338,0.681494338
2397,69274.8987,0.692748987
2398,69194.6458,0.691946458
2399,73417.3677,0.734173677
2400,78176.9006,0.781769006
2401,76640.4048,0.766404048
2402,70129.9748,0.701299748
2403,69891.2116,0.698912116
2404,74198.5592,0.741985592
2405,70703.3782,0.707033782
2406,68866.5917,0.688665917
2407,67259.482,0.67259482
2408,63200.1374,0.632001374
2409,65265.5457,0.652655457
2410,64709.7256,0.647097256
2411,53167.8512,0.531678512
2412,57189.0403,0.571890403
2413,58811.0398,0.588110398
2414,59768.2656,0.597682656
2415,62252.5027,0.622525027
2416,63945.3965,0.639453965
2417,67261.1174,0.672611174
2418,66450.7644,0.664507644
2419,72168.422,0.72168422
2420,67206.3034,0.672063034
2421,80379.5957,0.803795957
2422,75880.0464,0.758800464
2423,73841.8527,0.738418527
2424,68360.7409,0.683607409
2425,78189.38,0.7818938
2426,76081.6617,0.760816617
2427,65707.9612,0.657079612
2428,60032.4835,0.600324835
2429,59637.4743,0.596374743
2430,65570.4329,0.655704329
2431,65351.2687,0.653512687
2432,62574.1931,0.625741931
2433,61151.8612,0.611518612
2434,65783.9274,0.657839274
2435,58771.8142,0.587718142
2436,80242.9684,0.802429684
2437,77797.8582,0.777978582
2438,83862.4125,0.838624125
2439,83885.0526,0.838850526
2440,83690.3065,0.836903065
2441,77153.3009,0.771533009
2442,73985.1997,0.739851997
2443,68187.0309,0.681870309
2444,70544.3253,0.705443253
2445,69232.6246,0.692326246
2446,67311.1368,0.673111368
2447,65831.7963,0.658317963
2448,71926.0532,0.719260532
2449,78172.1858,0.781721858
2450,76904.382,0.76904382
2451,68918.117,0.68918117
2452,69722.1607,0.697221607
2453,69710.9414,0.697109414
2454,69983.0781,0.699830781
2455,61569.814,0.61569814
2456,63045.6314,0.630456314
2457,76759.1956,0.767591956
2458,80517.0579,0.805170579
2459,88969.6749,0.889696749
2460,85242.2246,0.852422246
2461,84311.4927,0.843114927
2462,68288.1156,0.682881156
2463,71594.8953,0.715948953
2464,68021.3143,0.680213143
2465,63411.1596,0.634111596
2466,67795.2228,0.677952228
2467,71089.341,0.71089341
2468,70997.9951,0.709979951
2469,71985.1899,0.719851899
2470,67316.3576,0.673163576
2471,76732.6697,0.767326697
2472,70199.455,0.70199455
2473,74876.1369,0.748761369
2474,68761.2751,0.687612751
2475,61913.624,0.61913624
2476,56021.3294,0.560213294
2477,53462.1386,0.534621386
2478,51907.1356,0.519071356
2479,57309.3262,0.573093262
2480,49726.7606,0.497267606
2481,53651.3198,0.536513198
2482,59429.6309,0.594296309
2483,66204.195,0.66204195
2484,70016.2558,0.700162558
2485,66656.0741,0.666560741
2486,65886.6221,0.658866221
2487,68940.9864,0.689409864
2488,73868.691,0.73868691
2489,74225.56,0.7422556
2490,70346.2127,0.703462127
2491,73693.9519,0.736939519
2492,70655.9802,0.706559802
2493,69304.9141,0.693049141
2494,73488.6863,0.734886863
2495,77098.512,0.77098512
2496,76305.8095,0.763058095
2497,83622.5637,0.836225637
2498,75350.6514,0.753506514
2499,74543.6237,0.745436237
2500,68692.7283,0.686927283
2501,66922.0953,0.669220953
2502,66320.2602,0.663202602
2503,69493.9806,0.694939806
2504,66371.3593,0.663713593
2505,54958.7056,0.549587056
2506,52831.6429,0.528316429
2507,56436.8751,0.564368751
2508,52427.3333,0.524273333
2509,52173.1579,0.521731579
2510,51946.7232,0.519467232
2511,55697.9672,0.556979672
2512,54068.7456,0.540687456
2513,56004.0173,0.560040173
2514,55020.0834,0.550200834
2515,57464.5009,0.574645009
2516,69876.5223,0.698765223
2517,71733.0983,0.717330983
2518,66441.0232,0.664410232
2519,66909.8618,0.669098618
2520,66221.1581,0.662211581
2521,72002.5311,0.720025311
2522,71559.1466,0.715591466
2523,70452.2157,0.704522157
2524,65686.9048,0.656869048
2525,66680.4729,0.666804729
2526,68169.8506,0.681698506
2527,66901.7166,0.669017166
2528,63255.6446,0.632556446
2529,69382.9109,0.693829109
2530,77105.0335,0.771050335
2531,74123.1216,0.741231216
2532,67963.7173,0.679637173
2533,70072.7716,0.700727716
2534,73068.615,0.73068615
2535,71980.6837,0.719806837
2536,73363.6874,0.733636874
2537,71352.7255,0.713527255
2538,71721.9749,0.717219749
2539,75320.276,0.75320276
2540,74634.9041,0.746349041
2541,79344.3334,0.793443334
2542,79802.1125,0.798021125
2543,78697.0631,0.786970631
2544,76634.7194,0.766347194
2545,82864.3101,0.828643101
2546,77763.5752,0.777635752
2547,81258.5919,0.812585919
2548,80869.5792,0.808695792
2549,90967.0746,0.909670746
2550,90164.68,0.9016468
2551,89043.7921,0.890437921
2552,85200.7876,0.852007876
2553,90737.4177,0.907374177
2554,90284.6734,0.902846734
2555,87557.0672,0.875570672
2556,71470.1459,0.714701459
2557,81056.9625,0.810569625
2558,79642.0032,0.796420032
2559,87204.7653,0.872047653
2560,76767.1138,0.767671138
2561,71684.7685,0.716847685
2562,89201.8377,0.892018377
2563,84124.4459,0.841244459
2564,69880.425,0.69880425
2565,85683.3106,0.856833106
2566,85037.0341,0.850370341
2567,90127.0166,0.901270166
2568,83588.1027,0.835881027
2569,92174.2962,0.921742962
2570,88512.2602,0.885122602
2571,82757.4756,0.827574756
2572,76379.7841,0.763797841
2573,63283.476,0.63283476
2574,84379.691,0.84379691
2575,83139.5402,0.831395402
2576,81142.3165,0.811423165
2577,84935.317,0.84935317
2578,85038.2406,0.850382406
2579,85251.997,0.85251997
2580,85345.2572,0.853452572
2581,85279.0758,0.852790758
2582,86197.8769,0.861978769
2583,79636.9259,0.796369259
2584,79971.8569,0.799718569
2585,81456.9318,0.814569318
2586,82311.8747,0.823118747
2587,79825.717,0.79825717
2588,74423.5527,0.744235527
2589,81699.3174,0.816993174
2590,78408.2594,0.784082594
2591,80696.1113,0.806961113
2592,84021.2008,0.840212008
2593,84014.203,0.84014203
2594,73357.2325,0.733572325
2595,75386.6671,0.753866671
2596,59412.7919,0.594127919
2597,51434.887,0.51434887
2598,70189.7798,0.701897798
2599,78361.846,0.78361846
2600,76831.6008,0.768316008
2601,79339.6785,0.793396785
2602,80120.8114,0.801208114
2603,86443.6262,0.864436262
2604,75956.7716,0.759567716
2605,85233.3423,0.852333423
2606,76803.8282,0.768038282
2607,81306.2788,0.813062788
2608,82574.392,0.82574392
2609,84350.7716,0.843507716
2610,81830.0896,0.818300896
2611,81606.4354,0.816064354
2612,74758.3199,0.747583199
2613,82175.0448,0.821750448
2614,82771.7263,0.827717263
2615,82607.0924,0.826070924
2616,78768.547,0.78768547
2617,79511.3715,0.795113715
2618,80369.6363,0.803696363
2619,78260.4389,0.782604389
2620,80583.9204,0.805839204
2621,80621.9901,0.806219901
2622,79644.9465,0.796449465
2623,79934.5064,0.799345064
2624,78553.612,0.78553612
2625,71607.1816,0.716071816
2626,68409.9195,0.684099195
2627,72061.1447,0.720611447
2628,72479.6972,0.724796972
2629,64174.784,0.64174784
2630,71851.4555,0.718514555
2631,65049.8752,0.650498752
2632,71512.217,0.71512217
2633,72433.2244,0.724332244
2634,71997.601,0.71997601
2635,73342.7463,0.733427463
2636,80525.2218,0.805252218
2637,85438.7208,0.854387208
2638,74039.4024,0.740394024
2639,70426.563,0.70426563
2640,80124.7132,0.801247132
2641,81301.3966,0.813013966
2642,79190.4315,0.791904315
2643,73818.8542,0.738188542
2644,69494.0743,0.694940743
2645,65365.2399,0.653652399
2646,68326.2364,0.683262364
2647,63347.9794,0.633479794
2648,62270.464,0.62270464
2649,53898.051,0.53898051
2650,59305.3294,0.593053294
2651,59253.736,0.59253736
2652,61756.5215,0.617565215
2653,71181.085,0.71181085
2654,72252.6365,0.722526365
2655,70727.9098,0.707279098
2656,72767.9456,0.727679456
2657,72405.4684,0.724054684
2658,74331.7852,0.743317852
2659,74106.2858,0.741062858
2660,73109.336,0.73109336
2661,70178.8768,0.701788768
2662,72230.0285,0.722300285
2663,70719.9242,0.707199242
2664,73825.82,0.7382582
2665,78850.4406,0.788504406
2666,72312.5606,0.723125606
2667,69944.5121,0.699445121
2668,63826.07,0.6382607
2669,56591.6487,0.565916487
2670,59906.4488,0.599064488
2671,59105.7332,0.591057332
2672,61295.3161,0.612953161
2673,65655.8475,0.656558475
2674,61491.6321,0.614916321
2675,56616.2762,0.566162762
2676,68914.8208,0.689148208
2677,57681.9264,0.576819264
2678,67301.9573,0.673019573
2679,67107.7064,0.671077064
2680,76434.7331,0.764347331
2681,69643.0398,0.696430398
2682,68526.6925,0.685266925
2683,64542.0282,0.645420282
2684,65589.1808,0.655891808
2685,63621.2658,0.636212658
2686,71265.5105,0.712655105
2687,67959.294,0.67959294
2688,67023.5767,0.670235767
2689,50804.5813,0.508045813
2690,57518.6703,0.575186703
2691,55078.0746,0.550780746
2692,55629.4181,0.556294181
2693,53796.5685,0.537965685
2694,53296.0208,0.532960208
2695,50669.146,0.50669146
2696,54622.6347,0.546226347
2697,60684.4806,0.606844806
2698,61927.4126,0.619274126
2699,62793.291,0.62793291
2700,64253.7531,0.642537531
2701,61702.0948,0.617020948
2702,72124.1756,0.721241756
2703,75726.3565,0.757263565
2704,67998.109,0.67998109
2705,67376.1306,0.673761306
2706,70831.5608,0.708315608
2707,79945.0685,0.799450685
2708,82291.1833,0.822911833
2709,80058.4229,0.800584229
2710,75251.7315,0.752517315
2711,78006.5583,0.780065583
2712,73026.0814,0.730260814
2713,77784.3018,0.777843018
2714,80804.237,0.80804237
2715,73425.2337,0.734252337
2716,70684.1921,0.706841921
2717,64391.3224,0.643913224
2718,74654.6465,0.746546465
2719,70594.5698,0.705945698
2720,71365.8084,0.713658084
2721,59742.3964,0.597423964
2722,64164.8367,0.641648367
2723,64186.4701,0.641864701
2724,61060.7821,0.610607821
2725,64787.73,0.6478773
2726,72265.6511,0.722656511
2727,69789.3619,0.697893619
2728,73164.8408,0.731648408
2729,69441.363,0.69441363
2730,69749.513,0.69749513
2731,72430.3668,0.724303668
2732,75009.0382,0.750090382
2733,68551.2628,0.685512628
2734,65977.1048,0.659771048
2735,68165.3725,0.681653725
2736,72218.7993,0.722187993
2737,73596.5542,0.735965542
2738,76895.5421,0.768955421
2739,69397.8996,0.693978996
2740,69387.8722,0.693878722
2741,62218.7831,0.622187831
2742,60440.9312,0.604409312
2743,57654.9927,0.576549927
2744,61825.4493,0.618254493
2745,64218.9432,0.642189432
2746,67913.1791,0.679131791
2747,70462.2579,0.704622579
2748,72489.8375,0.724898375
2749,71462.2025,0.714622025
2750,70878.4543,0.708784543
2751,71246.9173,0.712469173
2752,74279.022,0.74279022
2753,75036.4135,0.750364135
2754,75372.8411,0.753728411
2755,70329.8826,0.703298826
2756,73944.641,0.73944641
2757,68419.6238,0.684196238
2758,70309.3248,0.703093248
2759,71261.5936,0.712615936
2760,68813.2652,0.688132652
2761,66846.6722,0.668466722
2762,67565.0068,0.675650068
2763,64179.4915,0.641794915
2764,69970.494,0.69970494
2765,68254.054,0.68254054
2766,68163.775,0.68163775
2767,61472.7934,0.614727934
2768,60525.092,0.60525092
2769,65360.0684,0.653600684
2770,59596.7172,0.595967172
2771,62736.1654,0.627361654
2772,68611.468,0.68611468
2773,64386.6097,0.643866097
2774,77105.8634,0.771058634
2775,69994.6386,0.699946386
2776,75123.5981,0.751235981
2777,72258.5162,0.722585162
2778,82217.5514,0.822175514
2779,78715.7804,0.787157804
2780,82076.2083,0.820762083
2781,86822.7555,0.868227555
2782,87480.9303,0.874809303
2783,86115.7357,0.861157357
2784,85754.7327,0.857547327
2785,82559.3718,0.825593718
2786,76089.4741,0.760894741
2787,66602.1549,0.666021549
2788,64915.4755,0.649154755
2789,63301.8561,0.633018561
2790,63748.8505,0.637488505
2791,58316.2581,0.583162581
2792,54627.3376,0.546273376
2793,56374.2033,0.563742033
2794,63961.6457,0.639616457
2795,56448.5715,0.564485715
2796,65719.2669,0.657192669
2797,60472.1483,0.604721483
2798,69970.443,0.69970443
2799,69298.2023,0.692982023
2800,70849.3627,0.708493627
2801,63789.2241,0.637892241
2802,65444.9114,0.654449114
2803,66421.0961,0.664210961
2804,61198.7139,0.611987139
2805,58777.81,0.5877781
2806,57464.6584,0.574646584
2807,55726.9964,0.557269964
2808,57470.7077,0.574707077
2809,60948.0224,0.609480224
2810,71356.3341,0.713563341
2811,57152.8089,0.571528089
2812,60395.1001,0.603951001
2813,59829.1601,0.598291601
2814,58826.2261,0.588262261
2815,58601.058,0.58601058
2816,59042.9608,0.590429608
2817,64214.5152,0.642145152
2818,59105.3496,0.591053496
2819,63775.3637,0.637753637
2820,62513.7494,0.625137494
2821,60275.0722,0.602750722
2822,69795.7573,0.697957573
2823,64665.7826,0.646657826
2824,66076.0398,0.660760398
2825,63546.9175,0.635469175
2826,64899.9899,0.648999899
2827,63516.4552,0.635164552
2828,60660.8858,0.606608858
2829,63794.7481,0.637947481
2830,60574.02,0.6057402
2831,59960.0871,0.599600871
2832,59175.0087,0.591750087
2833,65894.8068,0.658948068
2834,63096.3702,0.630963702
2835,57927.4646,0.579274646
2836,51923.9753,0.519239753
2837,51424.3789,0.514243789
2838,51579.3686,0.515793686
2839,53057.3434,0.530573434
2840,57704.0625,0.577040625
2841,57693.9654,0.576939654
2842,55801.9526,0.558019526
2843,56977.3133,0.569773133
2844,54990.3996,0.549903996
2845,56934.632,0.56934632
2846,60957.1488,0.609571488
2847,57528.8019,0.575288019
2848,61086.7394,0.610867394
2849,56578.1994,0.565781994
2850,57035.3338,0.570353338
2851,61353.8763,0.613538763
2852,57370.9907,0.573709907
2853,53086.7665,0.530867665
2854,58665.0327,0.586650327
2855,54509.8405,0.545098405
2856,56020.9441,0.560209441
2857,60430.0063,0.604300063
2858,59235.537,0.59235537
2859,62300.3124,0.623003124
2860,69053.351,0.69053351
2861,61733.0824,0.617330824
2862,60646.2245,0.606462245
2863,63686.9758,0.636869758
2864,59359.973,0.59359973
2865,60246.2783,0.602462783
2866,56429.3448,0.564293448
2867,54946.203,0.54946203
2868,62519.4085,0.625194085
2869,60953.9852,0.609539852
2870,65315.2091,0.653152091
2871,63202.9229,0.632029229
2872,67563.8178,0.675638178
2873,67898.5464,0.678985464
2874,68839.2558,0.688392558
2875,67110.0568,0.671100568
2876,71135.9917,0.711359917
2877,72157.3366,0.721573366
2878,66811.5182,0.668115182
2879,65831.0037,0.658310037
2880,74093.9875,0.740939875
2881,73074.1003,0.730741003
2882,76462.2721,0.764622721
2883,61687.989,0.61687989
2884,71565.5584,0.715655584
2885,79258.0147,0.792580147
2886,78670.4464,0.786704464
2887,72294.6845,0.722946845
2888,76440.4534,0.764404534
2889,79685.8988,0.796858988
2890,78910.2247,0.789102247
2891,83439.6537,0.834396537
2892,75825.7492,0.758257492
2893,82856.7546,0.828567546
2894,84918.7015,0.849187015
2895,82369.6787,0.823696787
2896,75386.8877,0.753868877
2897,73626.5432,0.736265432
2898,69295.0598,0.692950598
2899,70259.5765,0.702595765
2900,70564.7089,0.705647089
2901,76035.1639,0.760351639
2902,79837.8349,0.798378349
2903,74585.4222,0.745854222
2904,71277.8143,0.712778143
2905,66073.8077,0.660738077
2906,72823.0066,0.728230066
2907,70631.6476,0.706316476
2908,63218.5559,0.632185559
2909,58657.5451,0.586575451
2910,62168.8398,0.621688398
2911,63646.4891,0.636464891
2912,61078.4996,0.610784996
2913,76834.1991,0.768341991
2914,71946.6342,0.719466342
2915,80593.3012,0.805933012
2916,72492.6384,0.724926384
2917,77485.1339,0.774851339
2918,75618.6174,0.756186174
2919,80578.1243,0.805781243
2920,78486.4792,0.784864792
2921,74456.0541,0.744560541
2922,74906.88,0.7490688
2923,71285.1415,0.712851415
2924,67911.3587,0.679113587
2925,76750.2575,0.767502575
2926,73969.5552,0.739695552
2927,72959.3085,0.729593085
2928,75219.3167,0.752193167
2929,76166.8172,0.761668172
2930,76852.1663,0.768521663
2931,87443.8267,0.874438267
2932,75367.649,0.75367649
2933,73174.6559,0.731746559
2934,69869.9533,0.698699533
2935,62583.0954,0.625830954
2936,66497.1448,0.664971448
2937,68815.2514,0.688152514
2938,66570.6153,0.665706153
2939,63267.653,0.63267653
2940,65918.2286,0.659182286
2941,66169.5822,0.661695822
2942,74038.2311,0.740382311
2943,73635.6258,0.736356258
2944,74934.8002,0.749348002
2945,75257.6428,0.752576428
2946,80045.428,0.80045428
2947,76627.4711,0.766274711
2948,73041.1857,0.730411857
2949,74814.6468,0.748146468
2950,71077.7879,0.710777879
2951,70737.227,0.70737227
2952,70773.2371,0.707732371
2953,74552.876,0.74552876
2954,79952.0452,0.799520452
2955,74226.2834,0.742262834
2956,65171.077,0.65171077
2957,63158.7874,0.631587874
2958,68692.4755,0.686924755
2959,62136.2983,0.621362983
2960,59145.2673,0.591452673
2961,62975.1398,0.629751398
2962,65030.1668,0.650301668
2963,59847.2019,0.598472019
2964,65142.3716,0.651423716
2965,67591.57,0.6759157
2966,69760.0453,0.697600453
2967,72428.6544,0.724286544
2968,73509.3004,0.735093004
2969,70522.6754,0.705226754
2970,73119.0208,0.731190208
2971,72089.2874,0.720892874
2972,71762.4313,0.717624313
2973,73342.9645,0.733429645
2974,70406.8078,0.704068078
2975,67523.8446,0.675238446
2976,66580.5652,0.665805652
2977,71650.9472,0.716509472
2978,64488.0273,0.644880273
2979,60770.5739,0.607705739
2980,60006.2184,0.600062184
2981,56842.9295,0.568429295
2982,54757.9222,0.547579222
2983,54183.5755,0.541835755
2984,57155.5492,0.571555492
2985,55289.7223,0.552897223
2986,58308.9094,0.583089094
2987,53138.2128,0.531382128
2988,56139.4381,0.561394381
2989,58717.0642,0.587170642
2990,61747.1367,0.617471367
2991,55716.8192,0.557168192
2992,56328.8637,0.563288637
2993,55918.8337,0.559188337
2994,58827.3182,0.588273182
2995,60050.7011,0.600507011
2996,60925.9009,0.609259009
2997,56504.7422,0.565047422
2998,55453.3485,0.554533485
2999,55569.4715,0.555694715
3000,55333.2062,0.553332062
3001,63917.8014,0.639178014
3002,58706.2701,0.587062701
3003,51165.8956,0.511658956
3004,49633.7908,0.496337908
3005,50242.4804,0.502424804
3006,48012.5164,0.480125164
3007,49903.2108,0.499032108
3008,49608.2695,0.496082695
3009,55533.5458,0.555335458
3010,49637.1482,0.496371482
3011,54476.8757,0.544768757
3012,55496.5041,0.554965041
3013,55657.5542,0.556575542
3014,58492.5984,0.584925984
3015,58253.7384,0.582537384
3016,58200.2549,0.582002549
3017,59730.5748,0.597305748
3018,60512.9232,0.605129232
3019,59990.7775,0.599907775
3020,61762.3583,0.617623583
3021,60190.963,0.60190963
3022,63759.5791,0.637595791
3023,62883.7382,0.628837382
3024,64752.6101,0.647526101
3025,62357.188,0.62357188
3026,71657.1011,0.716571011
3027,65426.0094,0.654260094
3028,63990.5928,0.639905928
3029,61823.1187,0.618231187
3030,61045.5663,0.610455663
3031,56079.344,0.56079344
3032,60200.344,0.60200344
3033,63313.037,0.63313037
3034,60187.8282,0.601878282
3035,68144.8417,0.681448417
3036,61535.4151,0.615354151
3037,63316.0894,0.633160894
3038,77364.5086,0.773645086
3039,67506.9236,0.675069236
3040,68397.3911,0.683973911
3041,69182.6805,0.691826805
3042,75316.2647,0.753162647
3043,73363.5624,0.733635624
3044,75008.3376,0.750083376
3045,69652.1688,0.696521688
3046,73572.7608,0.735727608
3047,75336.3528,0.753363528
3048,77021.3006,0.770213006
3049,82350.8854,0.823508854
3050,73096.7242,0.730967242
3051,70094.8792,0.700948792
3052,66069.6066,0.660696066
3053,65136.0785,0.651360785
3054,65749.0956,0.657490956
3055,64990.3976,0.649903976
3056,64185.5262,0.641855262
3057,63469.5496,0.634695496
3058,59489.7091,0.594897091
3059,62118.7358,0.621187358
3060,63403.3861,0.634033861
3061,65633.7767,0.656337767
3062,73131.5018,0.731315018
3063,77372.1135,0.773721135
3064,70845.356,0.70845356
3065,79944.9031,0.799449031
3066,71942.7537,0.719427537
3067,67555.8199,0.675558199
3068,69254.0753,0.692540753
3069,70379.2161,0.703792161
3070,70298.6385,0.702986385
3071,74521.0351,0.745210351
3072,79280.2422,0.792802422
3073,77743.4199,0.777434199
3074,71232.6629,0.712326629
3075,70993.5722,0.709935722
3076,75300.5916,0.753005916
3077,71805.0819,0.718050819
3078,69967.9662,0.699679662
3079,68360.5267,0.683605267
3080,64300.8516,0.643008516
3081,66365.929,0.66365929
3082,65809.7774,0.658097774
3083,54267.5709,0.542675709
3084,58288.4273,0.582884273
3085,59910.0936,0.599100936
3086,60866.9857,0.608669857
3087,63350.8884,0.633508884
3088,65043.4473,0.650434473
3089,68358.8327,0.683588327
3090,67548.1436,0.675481436
3091,73265.4646,0.732654646
3092,68303.0088,0.683030088
3093,81475.9634,0.814759634
3094,76976.0758,0.769760758
3095,74937.5433,0.749375433
3096,69456.092,0.69456092
3097,79284.3911,0.792843911
3098,77176.3323,0.771763323
3099,66802.2906,0.668022906
3100,61126.4713,0.611264713
3101,60731.1198,0.607311198
3102,66663.7356,0.666637356
3103,66444.228,0.66444228
3104,63666.8084,0.636668084
3105,62244.1321,0.622441321
3106,66875.8532,0.668758532
3107,59863.3944,0.598633944
3108,81334.2024,0.813342024
3109,78888.7455,0.788887455
3110,84952.9524,0.849529524
3111,84975.2447,0.849752447
3112,84780.1502,0.847801502
3113,78242.7956,0.782427956
3114,75074.3448,0.750743448
3115,69275.826,0.69275826
3116,71632.7696,0.716327696
3117,70320.7177,0.703207177
3118,68398.8782,0.683988782
3119,66919.1853,0.669191853
3120,73013.0893,0.730130893
3121,79258.8685,0.792588685
3122,77990.7106,0.779907106
3123,70004.091,0.70004091
3124,70807.7796,0.708077796
3125,70796.2046,0.707962046
3126,71067.985,0.71067985
3127,62654.3641,0.626543641
3128,64129.8242,0.641298242
3129,77843.0304,0.778430304
3130,81600.5342,0.816005342
3131,90052.7921,0.900527921
3132,86324.9823,0.863249823
3133,85393.8901,0.853938901
3134,69370.1524,0.693701524
3135,72676.5707,0.726765707
3136,69102.628,0.69102628
3137,64492.1109,0.644921109
