Hour,Load (kW),Load (kW)
4177,67257.1469,0.672571469
4178,64457.365,0.64457365
4179,59287.1134,0.592871134
4180,53282.2774,0.532822774
4181,52781.3337,0.527813337
4182,52934.9753,0.529349753
4183,54411.6012,0.544116012
4184,59056.9709,0.590569709
4185,59045.5237,0.590455237
4186,57152.1599,0.571521599
4187,58326.1691,0.583261691
4188,56337.9032,0.563379032
4189,58280.7827,0.582807827
4190,62301.9458,0.623019458
4191,58872.2446,0.588722446
4192,62428.8271,0.624288271
4193,57918.9313,0.579189313
4194,58374.7093,0.583747093
4195,62691.8947,0.626918947
4196,58707.6513,0.587076513
4197,54422.0687,0.544220687
4198,59998.9757,0.599989757
4199,55842.4236,0.558424236
4200,57352.1667,0.573521667
4201,61759.8678,0.617598678
4202,60564.0366,0.605640366
4203,63627.4494,0.636274494
4204,70379.1247,0.703791247
4205,63057.4922,0.630574922
4206,61969.2696,0.619692696
4207,65008.6556,0.650086556
4208,60680.2869,0.606802869
4209,61565.2255,0.615652255
4210,57746.9247,0.577469247
4211,56262.4148,0.562624148
4212,63834.2516,0.638342516
4213,62267.459,0.62267459
4214,66627.3128,0.666273128
4215,64513.6559,0.645136559
4216,68873.1794,0.688731794
4217,69206.5359,0.692065359
4218,70145.8726,0.701458726
4219,68415.3002,0.684153002
4220,72439.8609,0.724398609
4221,73459.8311,0.734598311
4222,68112.6373,0.681126373
4223,67130.7466,0.671307466
4224,75392.3537,0.753923537
4225,74371.0891,0.743710891
4226,77757.8827,0.777578827
4227,62982.2209,0.629822209
4228,72858.4109,0.728584109
4229,80549.487,0.80549487
4230,79960.538,0.79960538
4231,73583.3946,0.735833946
4232,77727.7815,0.777277815
4233,80971.8441,0.809718441
4234,80194.7866,0.801947866
4235,84722.8315,0.847228315
4236,77107.5423,0.771075423
4237,84137.1623,0.841371623
4238,86197.7232,0.861977232
4239,83647.3137,0.836473137
4240,76663.1352,0.766631352
4241,74901.4027,0.749014027
4242,70568.5306,0.705685306
4243,71531.658,0.71531658
4244,71835.4004,0.718354004
4245,77304.4648,0.773044648
4246,81105.7445,0.811057445
4247,75851.9398,0.758519398
4248,72542.9393,0.725429393
4249,67337.5394,0.673375394
4250,74085.3444,0.740853444
4251,71892.5909,0.718925909
4252,64478.104,0.64478104
4253,59915.6973,0.599156973
4254,63425.5955,0.634255955
4255,64901.8477,0.649018477
4256,62332.4604,0.623324604
4257,78086.7615,0.780867615
4258,73197.7975,0.731977975
4259,81843.0648,0.818430648
4260,73741.0016,0.737410016
4261,78732.0961,0.787320961
4262,76864.1779,0.768641779
4263,81822.2826,0.818222826
4264,79729.2345,0.797292345
4265,75697.4059,0.756974059
4266,76146.8275,0.761468275
4267,72523.6842,0.725236842
4268,69148.4959,0.691484959
4269,77985.9886,0.779859886
4270,75203.8795,0.752038795
4271,74192.2255,0.741922255
4272,76450.8257,0.764508257
4273,77396.9175,0.773969175
4274,78080.8573,0.780808573
4275,88671.1077,0.886711077
4276,76593.5195,0.765935195
4277,74399.1153,0.743991153
4278,71093.0008,0.710930008
4279,63804.7305,0.638047305
4280,67717.3668,0.677173668
4281,70034.0597,0.700340597
4282,67788.0093,0.677880093
4283,64483.632,0.64483632
4284,67132.792,0.67132792
4285,67382.7294,0.673827294
4286,75249.9615,0.752499615
4287,74845.9387,0.748459387
4288,76143.6951,0.761436951
4289,76465.119,0.76465119
4290,81251.4849,0.812514849
4291,77832.108,0.77832108
4292,74244.4021,0.742444021
4293,76016.442,0.76016442
4294,72278.1613,0.722781613
4295,71936.178,0.71936178
4296,71970.765,0.71970765
4297,75748.9803,0.757489803
4298,81146.7252,0.811467252
4299,75419.5385,0.754195385
4300,66362.9066,0.663629066
4301,64349.191,0.64349191
4302,69881.4524,0.698814524
4303,63323.8478,0.633238478
4304,60331.3889,0.603313889
4305,64159.8328,0.641598328
4306,66213.4307,0.662134307
4307,61029.036,0.61029036
4308,66322.7754,0.663227754
4309,68770.5427,0.687705427
4310,70937.5865,0.709375865
4311,73604.7633,0.736047633
4312,74683.9766,0.746839766
4313,71695.9182,0.716959182
4314,74290.8296,0.742908296
4315,73259.6616,0.732596616
4316,72931.3702,0.729313702
4317,74510.4676,0.745104676
4318,71572.8746,0.715728746
4319,68688.4744,0.686884744
4320,67743.7573,0.677437573
4321,72812.7011,0.728127011
4322,65648.3424,0.656483424
4323,61929.4496,0.619294496
4324,61163.6541,0.611636541
4325,57998.9246,0.579989246
4326,55912.4761,0.559124761
4327,55336.6876,0.553366876
4328,58307.2189,0.583072189
4329,56439.949,0.56439949
4330,59457.6926,0.594576926
4331,54285.5518,0.542855518
4332,57285.3324,0.572853324
4333,59861.5132,0.598615132
4334,62890.1397,0.628901397
4335,56858.3757,0.568583757
4336,57468.9731,0.574689731
4337,57057.4955,0.570574955
4338,59964.5316,0.599645316
4339,61186.4658,0.611864658
4340,62060.216,0.62060216
4341,57637.6074,0.576376074
4342,56584.763,0.56584763
4343,56699.4348,0.566994348
4344,56461.7178,0.564617178
4345,65044.8606,0.650448606
4346,59831.8764,0.598318764
4347,52290.0484,0.522900484
4348,50756.4895,0.507564895
4349,51363.7244,0.513637244
4350,49132.3052,0.491323052
4351,51021.5438,0.510215438
4352,50725.1461,0.507251461
4353,56648.9654,0.566489654
4354,50751.1103,0.507511103
4355,55589.3796,0.555893796
4356,56607.5494,0.566075494
4357,56767.1402,0.567671402
4358,59600.7246,0.596007246
4359,59360.4042,0.593604042
4360,59305.4597,0.593054597
4361,60834.318,0.60834318
4362,61615.2044,0.616152044
4363,61091.596,0.61091596
4364,62861.7135,0.628617135
4365,61288.8545,0.612888545
4366,64856.0061,0.648560061
4367,63978.7004,0.639787004
4368,65846.1067,0.658461067
4369,63449.2186,0.634492186
4370,72747.6651,0.727476651
4371,66515.1062,0.665151062
4372,65078.2218,0.650782218
4373,62909.2795,0.629092795
4374,62130.2581,0.621302581
4375,57162.5664,0.571625664
4376,61282.0965,0.612820965
4377,64393.319,0.64393319
4378,61266.639,0.61266639
4379,69222.1809,0.692221809
4380,62611.2822,0.626112822
4381,64390.4837,0.643904837
4382,78437.4296,0.784374296
4383,68578.3707,0.685783707
4384,69467.3638,0.694673638
4385,70251.1782,0.702511782
4386,76383.287,0.76383287
4387,74429.1085,0.744291085
4388,76072.4072,0.760724072
4389,70714.7612,0.707147612
4390,74633.8755,0.746338755
4391,76395.9893,0.763959893
4392,78079.4583,0.780794583
4393,83407.5638,0.834075638
4394,74151.9227,0.741519227
4395,71148.5972,0.711485972
4396,67121.8437,0.671218437
4397,66186.8341,0.661868341
4398,66798.3691,0.667983691
4399,66038.1886,0.660381886
4400,65231.834,0.65231834
4401,64514.3738,0.645143738
4402,60533.0491,0.605330491
4403,63160.591,0.63160591
4404,64443.7561,0.644437561
4405,66672.6608,0.666726608
4406,74168.8996,0.741688996
4407,78408.0244,0.784080244
4408,71879.7795,0.718797795
4409,80977.8387,0.809778387
4410,72974.2008,0.729742008
4411,68585.7781,0.685857781
4412,70282.5439,0.702825439
4413,71406.1947,0.714061947
4414,71324.1264,0.713241264
4415,75545.0319,0.755450319
4416,80302.7473,0.803027473
4417,78764.4329,0.787644329
4418,72252.1832,0.722521832
4419,72011.5993,0.720115993
4420,76317.125,0.76317125
4421,72820.121,0.72820121
4422,70981.5105,0.709815105
4423,69372.5757,0.693725757
4424,65311.4048,0.653114048
4425,67374.9858,0.673749858
4426,66817.3373,0.668173373
4427,55273.6334,0.552736334
4428,59292.992,0.59292992
4429,60913.1599,0.609131599
4430,61868.553,0.61868553
4431,64350.9562,0.643509562
4432,66042.0151,0.660420151
4433,69355.9001,0.693559001
4434,68543.71,0.6854371
4435,74259.5295,0.742595295
4436,69295.5717,0.692955717
4437,82467.0237,0.824670237
4438,77965.633,0.77965633
4439,75925.597,0.75925597
4440,70442.6417,0.704426417
4441,80269.4362,0.802694362
4442,78159.8723,0.781598723
4443,67784.3251,0.677843251
4444,62106.9996,0.621069996
4445,61710.1416,0.617101416
4446,67641.2503,0.676412503
4447,67420.2351,0.674202351
4448,64641.3075,0.646413075
4449,63217.1225,0.632171225
4450,67847.3345,0.678473345
4451,60833.3661,0.608333661
4452,82302.6641,0.823026641
4453,79855.6965,0.798556965
4454,85918.3924,0.859183924
4455,85939.173,0.85939173
4456,85742.5665,0.857425665
4457,79203.6992,0.792036992
4458,76033.7354,0.760337354
4459,70233.703,0.70233703
4460,72589.1326,0.725891326
4461,71275.5662,0.712755662
4462,69352.2116,0.693522116
4463,67871.0031,0.678710031
4464,73963.3912,0.739633912
4465,80207.6538,0.802076538
4466,78937.9789,0.789379789
4467,70949.8419,0.709498419
4468,71752.0125,0.717520125
4469,71738.919,0.71738919
4470,72009.1805,0.720091805
4471,63594.0401,0.635940401
4472,65067.9803,0.650679803
4473,78779.6661,0.787796661
4474,82535.6491,0.825356491
4475,90986.3856,0.909863856
4476,87257.0539,0.872570539
4477,86324.4395,0.863244395
4478,70299.1789,0.702991789
4479,73604.074,0.73604074
4480,70028.6075,0.700286075
4481,65416.5662,0.654165662
4482,69798.7417,0.697987417
4483,73090.9712,0.730909712
4484,72997.7356,0.729977356
4485,73983.0397,0.739830397
4486,69312.3156,0.693123156
4487,78726.7349,0.787267349
4488,72191.6264,0.721916264
4489,76866.4135,0.768664135
4490,70749.6557,0.707496557
4491,63900.1077,0.639001077
4492,58005.9153,0.580059153
4493,55444.8255,0.554448255
4494,53887.9225,0.538879225
4495,59288.2123,0.592882123
4496,51703.7446,0.517037446
4497,55626.4008,0.556264008
4498,61402.8079,0.614028079
4499,68175.4669,0.681754669
4500,71985.6217,0.719856217
4501,68623.5329,0.686235329
4502,67852.1728,0.678521728
4503,70904.6281,0.709046281
4504,75830.4226,0.758304226
4505,76185.3805,0.761853805
4506,72304.1211,0.723041211
4507,75649.9471,0.756499471
4508,72610.0613,0.726100613
4509,71257.08,0.7125708
4510,75438.9361,0.754389361
4511,79046.8447,0.790468447
4512,78252.224,0.78252224
4513,85567.059,0.85567059
4514,77293.2266,0.772932266
4515,76484.2778,0.764842778
4516,70631.4602,0.706314602
4517,68858.904,0.68858904
4518,68255.1449,0.682551449
4519,71426.9401,0.714269401
4520,68302.3926,0.683023926
4521,56887.8119,0.568878119
4522,54758.821,0.54758821
4523,58362.1241,0.583621241
4524,54350.6522,0.543506522
4525,54094.5457,0.540945457
4526,53866.179,0.53866179
4527,57615.4899,0.576154899
4528,55984.3342,0.559843342
4529,57917.6709,0.579176709
4530,56931.801,0.56931801
4531,59374.2815,0.593742815
4532,71784.365,0.71784365
4533,73639.002,0.73639002
4534,68344.9869,0.683449869
4535,68811.8846,0.688118846
4536,68121.2389,0.681212389
4537,73900.6691,0.739006691
4538,73455.3407,0.734553407
4539,72346.465,0.72346465
4540,67579.2082,0.675792082
4541,68570.8296,0.685708296
4542,70058.2595,0.700582595
4543,68788.1768,0.687881768
4544,65140.1551,0.651401551
4545,71265.4707,0.712654707
4546,78985.6417,0.789856417
4547,76001.7772,0.760017772
4548,69840.4193,0.698404193
4549,71947.5191,0.719475191
4550,74941.407,0.74941407
4551,73851.5193,0.738515193
4552,75232.5655,0.752325655
4553,73219.6453,0.732196453
4554,73586.9353,0.735869353
4555,77183.2761,0.771832761
4556,76495.9429,0.764959429
4557,81203.41,0.8120341
4558,81659.2259,0.816592259
4559,80552.2124,0.805522124
4560,78487.9036,0.784879036
4561,84715.5283,0.847155283
4562,79612.8263,0.796128263
4563,83105.8751,0.831058751
4564,82714.8935,0.827148935
4565,92810.4191,0.928104191
4566,92006.0537,0.920060537
4567,90883.194,0.90883194
4568,87038.2168,0.870382168
4569,92572.8733,0.925728733
4570,92118.1544,0.921181544
4571,89388.5727,0.893885727
4572,73299.6749,0.732996749
4573,82884.5141,0.828845141
4574,81467.5765,0.814675765
4575,89028.3593,0.890283593
4576,78588.7276,0.785887276
4577,73504.4012,0.735044012
4578,91019.4883,0.910194883
4579,85940.1134,0.859401134
4580,71694.1085,0.716941085
4581,87495.0093,0.874950093
4582,86846.747,0.86846747
4583,91934.7427,0.919347427
4584,85393.8411,0.853938411
4585,93978.0459,0.939780459
4586,90314.0204,0.903140204
4587,84557.2453,0.845572453
4588,78177.5624,0.781775624
4589,65079.262,0.65079262
4590,86173.4837,0.861734837
4591,84931.3388,0.849313388
4592,82932.12,0.8293212
4593,86723.1245,0.867231245
4594,86824.0512,0.868240512
4595,87035.8096,0.870358096
4596,87127.0711,0.871270711
4597,87058.89,0.8705889
4598,87975.6905,0.879756905
4599,81412.738,0.81412738
4600,81745.6666,0.817456666
4601,83228.7381,0.832287381
4602,84081.6768,0.840816768
4603,81593.5139,0.815935139
4604,76189.3435,0.761893435
4605,83463.1012,0.834631012
4606,80170.0354,0.801700354
4607,82455.8785,0.824558785
4608,85778.9583,0.857789583
4609,85769.9498,0.857699498
4610,75110.9678,0.751109678
4611,77138.3901,0.771383901
4612,61162.5015,0.611625015
4613,53182.5825,0.531825825
4614,71935.4601,0.719354601
4615,80105.5103,0.801055103
4616,78573.2481,0.785732481
4617,81079.3081,0.810793081
4618,81858.4223,0.818584223
4619,88179.2175,0.881792175
4620,77690.3424,0.776903424
4621,86964.8917,0.869648917
4622,78533.3554,0.785333554
4623,83033.7828,0.830337828
4624,84299.872,0.84299872
4625,86074.2266,0.860742266
4626,83551.5188,0.835515188
4627,83325.8379,0.833258379
4628,76475.6948,0.764756948
4629,83890.3912,0.838903912
4630,84485.0434,0.844850434
4631,84318.3793,0.843183793
4632,80477.8027,0.804778027
4633,81218.5952,0.812185952
4634,82074.8271,0.820748271
4635,79963.596,0.79963596
4636,82285.0429,0.822850429
4637,82321.077,0.82321077
4638,81341.997,0.81341997
4639,81629.5197,0.816295197
4640,80246.5872,0.802465872
4641,73298.1178,0.732981178
4642,70098.8158,0.700988158
4643,73748.0003,0.737480003
4644,74164.5112,0.741645112
4645,65857.5556,0.658575556
4646,73532.1837,0.735321837
4647,66728.5592,0.667285592
4648,73188.8559,0.731888559
4649,74107.8174,0.741078174
4650,73670.1472,0.736701472
4651,75013.2449,0.750132449
4652,82193.6718,0.821936718
4653,87105.1215,0.871051215
4654,75703.7529,0.757037529
4655,72088.8624,0.720888624
4656,81784.9607,0.817849607
4657,82959.5913,0.829595913
4658,80846.5725,0.808465725
4659,75472.9407,0.754729407
4660,71146.1055,0.711461055
4661,67015.2149,0.670152149
4662,69974.1544,0.699741544
4663,64993.8394,0.649938394
4664,63914.2653,0.639142653
4665,55539.7928,0.555397928
4666,60945.0107,0.609450107
4667,60891.3561,0.608913561
4668,63392.0794,0.633920794
4669,72814.58,0.7281458
4670,73884.0677,0.738840677
4671,72357.2764,0.723572764
4672,74395.2467,0.743952467
4673,74030.7032,0.740307032
4674,75954.9528,0.759549528
4675,75727.3855,0.757273855
4676,74728.3668,0.747283668
4677,71795.838,0.71795838
4678,73844.9192,0.738449192
4679,72332.7436,0.723327436
4680,75436.5673,0.754365673
4681,80459.1149,0.804591149
4682,73919.1611,0.739191611
4683,71549.0379,0.715490379
4684,65428.5205,0.654285205
4685,58192.0228,0.581920228
4686,61504.7458,0.615047458
4687,60701.9523,0.607019523
4688,62889.4565,0.628894565
4689,67247.9084,0.672479084
4690,63081.6125,0.630816125
4691,58204.1755,0.582041755
4692,70500.638,0.70500638
4693,59265.6609,0.592656609
4694,68883.608,0.68883608
4695,68687.2727,0.686872727
4696,78012.2141,0.780122141
4697,71218.4347,0.712184347
4698,70100.0005,0.701000005
4699,66113.2485,0.661132485
4700,67158.3127,0.671583127
4701,65188.3084,0.651883084
4702,72830.4629,0.728304629
4703,69522.1555,0.695221555
4704,68584.3464,0.685843464
4705,52363.2585,0.523632585
4706,59075.2542,0.590752542
4707,56632.5643,0.566325643
4708,57181.8129,0.571818129
4709,55346.8676,0.553468676
4710,54844.2233,0.548442233
4711,52215.2512,0.522152512
4712,56166.6418,0.561666418
4713,62226.3888,0.622263888
4714,63467.2211,0.634672211
4715,64330.999,0.64330999
4716,65789.3597,0.657893597
4717,63235.5993,0.632355993
4718,73655.5773,0.736555773
4719,77255.6545,0.772556545
4720,69525.3026,0.695253026
4721,68901.2189,0.689012189
4722,72354.5431,0.723545431
4723,81465.944,0.81465944
4724,83809.9512,0.838099512
4725,81575.0824,0.815750824
4726,76766.2819,0.767662819
4727,79518.9988,0.795189988
4728,74536.4112,0.745364112
4729,79292.5201,0.792925201
4730,82310.343,0.82310343
4731,74929.2267,0.749292267
4732,72186.0713,0.721860713
4733,65891.087,0.65891087
4734,76152.2957,0.761522957
4735,72090.1029,0.720901029
4736,72859.2246,0.728592246
4737,61233.6949,0.612336949
4738,65654.0168,0.656540168
4739,65673.531,0.65673531
4740,62545.7231,0.625457231
4741,66270.5503,0.662705503
4742,73746.3498,0.737463498
4743,71267.9384,0.712679384
4744,74641.2943,0.746412943
4745,70915.6927,0.709156927
4746,71221.7182,0.712217182
4747,73900.4468,0.739004468
4748,76476.9921,0.764769921
4749,70017.0898,0.700170898
4750,67440.8044,0.674408044
4751,69626.9438,0.696269438
4752,73678.2415,0.736782415
4753,75053.8666,0.750538666
4754,78350.7239,0.783507239
4755,70850.9501,0.708509501
4756,70838.7906,0.708387906
4757,63667.5688,0.636675688
4758,61887.5834,0.618875834
4759,59099.5105,0.590995105
4760,63267.8321,0.632678321
4761,65659.1903,0.656591903
4762,69351.2897,0.693512897
4763,71898.2312,0.718982312
4764,73923.6728,0.739236728
4765,72893.899,0.72893899
4766,72308.0114,0.723080114
4767,72674.3342,0.726743342
4768,75704.298,0.75704298
4769,76459.5478,0.764595478
4770,76793.833,0.76793833
4771,71748.7314,0.717487314
4772,75361.3459,0.753613459
4773,69834.1841,0.698341841
4774,71721.7398,0.717217398
4775,72671.8626,0.726718626
4776,70221.3874,0.702213874
4777,68252.6469,0.682526469
4778,68968.8333,0.689688333
4779,65581.169,0.65581169
4780,71370.0219,0.713700219
4781,69651.4315,0.696514315
4782,69559.0014,0.695590014
4783,62865.8679,0.628658679
4784,61916.014,0.61916014
4785,66748.8372,0.667488372
4786,60983.332,0.60983332
4787,64120.6255,0.641206255
4788,69993.7727,0.699937727
4789,65766.7583,0.657667583
4790,78483.8552,0.784838552
4791,71370.4729,0.713704729
4792,76497.2742,0.764972742
4793,73630.0334,0.736300334
4794,83586.9089,0.835869089
4795,80082.9776,0.800829776
4796,83441.2445,0.834412445
4797,88185.6299,0.881856299
4798,88841.6422,0.888416422
4799,87474.2845,0.874742845
4800,87111.1176,0.871111176
4801,83913.5922,0.839135922
4802,77441.5292,0.774415292
4803,67952.0441,0.679520441
4804,66263.1981,0.662631981
4805,64647.4113,0.646474113
4806,65092.2377,0.650922377
4807,59657.4766,0.596574766
4808,55966.3867,0.559663867
4809,57711.0823,0.577110823
4810,65296.3539,0.652963539
4811,57781.1083,0.577811083
4812,67049.6315,0.670496315
4813,61800.3401,0.618003401
4814,71296.4613,0.712964613
4815,70622.0464,0.706220464
4816,72171.0318,0.721710318
4817,65108.7177,0.651087177
4818,66762.2287,0.667622287
4819,67736.2365,0.677362365
4820,62511.6768,0.625116768
4821,60088.5946,0.600885946
4822,58773.264,0.58773264
4823,57033.4224,0.570334224
4824,58774.9534,0.587749534
4825,62250.0872,0.622500872
4826,72656.2173,0.726562173
4827,58450.5098,0.584505098
4828,61690.618,0.61690618
4829,61122.4943,0.611224943
4830,60117.376,0.60117376
4831,59890.0229,0.598900229
4832,60329.7401,0.603297401
4833,65499.1082,0.654991082
4834,60387.7558,0.603877558
4835,65055.5822,0.650555822
4836,63791.7796,0.637917796
4837,61550.9135,0.615509135
4838,71069.409,0.71069409
4839,65937.2441,0.659372441
4840,67345.3104,0.673453104
4841,64813.9965,0.648139965
4842,66164.8767,0.661648767
4843,64779.1492,0.647791492
4844,61921.3863,0.619213863
4845,65053.0545,0.650530545
4846,61830.1316,0.618301316
4847,61214.0032,0.612140032
4848,60426.7287,0.604267287
4849,67144.3301,0.671443301
4850,64343.6961,0.643436961
4851,59172.5925,0.591725925
4852,53166.9046,0.531669046
4853,52665.1089,0.526651089
4854,52817.8987,0.528178987
4855,54293.6729,0.542936729
4856,58938.1908,0.589381908
4857,58925.8919,0.589258919
4858,57031.6766,0.570316766
4859,58204.8342,0.582048342
4860,56215.7167,0.562157167
4861,58157.7448,0.581577448
4862,62178.0566,0.621780566
4863,58747.5041,0.587475041
4864,62303.2354,0.623032354
4865,57792.4884,0.577924884
4866,58247.4153,0.582474153
4867,62563.7497,0.625637497
4868,58578.6553,0.585786553
4869,54292.2218,0.542922218
4870,59868.278,0.59868278
4871,55710.8752,0.557108752
4872,57219.7675,0.572197675
4873,61626.618,0.61626618
4874,60429.9362,0.604299362
4875,63492.4985,0.634924985
4876,70243.3234,0.702433234
4877,62920.8405,0.629208405
4878,61831.7677,0.618317677
4879,64870.3035,0.648703035
4880,60541.0846,0.605410846
4881,61425.1731,0.614251731
4882,57606.0223,0.576060223
4883,56120.6625,0.561206625
4884,63691.6494,0.636916494
4885,62124.0071,0.621240071
4886,66483.0112,0.664830112
4887,64368.5046,0.643685046
4888,68727.1785,0.687271785
4889,69059.6856,0.690596856
4890,69998.1729,0.699981729
4891,68266.7511,0.682667511
4892,72290.4626,0.722904626
4893,73309.5836,0.733095836
4894,67961.5407,0.679615407
4895,66978.801,0.66978801
4896,75239.5591,0.752395591
4897,74217.4457,0.742174457
4898,77603.3905,0.776033905
4899,62826.88,0.6282688
4900,72702.2213,0.727022213
4901,80392.4489,0.803924489
4902,79802.6514,0.798026514
4903,73424.6597,0.734246597
4904,77568.1983,0.775681983
4905,80811.4126,0.808114126
4906,80033.507,0.80033507
4907,84560.7038,0.845607038
4908,76944.5666,0.769445666
4909,83973.3388,0.839733388
4910,86033.0518,0.860330518
4911,83481.7946,0.834817946
4912,76496.7685,0.764967685
4913,74734.1885,0.747341885
4914,70400.4689,0.704004689
4915,71362.7489,0.713627489
4916,71665.644,0.71665644
4917,77133.8612,0.771338612
4918,80934.2938,0.809342938
4919,75679.6421,0.756796421
4920,72369.7947,0.723697947
4921,67163.5479,0.671635479
4922,73910.5062,0.739105062
4923,71716.906,0.71716906
4924,64301.5725,0.643015725
4925,59738.3193,0.597383193
4926,63247.3712,0.632473712
4927,64722.7771,0.647227771
4928,62152.5435,0.621525435
4929,77905.9985,0.779059985
4930,73016.1885,0.730161885
4931,81660.6098,0.816606098
4932,73557.7008,0.735577008
4933,78547.9496,0.785479496
4934,76679.1857,0.766791857
4935,81636.4448,0.816364448
4936,79542.5513,0.795425513
4937,75509.8773,0.755098773
4938,75958.4537,0.759584537
4939,72334.4651,0.723344651
4940,68958.4318,0.689584318
4941,77795.0795,0.777950795
4942,75012.1256,0.750121256
4943,73999.6267,0.739996267
4944,76257.3823,0.762573823
4945,77202.6295,0.772026295
4946,77885.7248,0.778857248
4947,88475.1309,0.884751309
4948,76396.6983,0.763966983
4949,74201.45,0.7420145
4950,70894.4914,0.708944914
4951,63605.3771,0.636053771
4952,67517.1695,0.675171695
4953,69833.0187,0.698330187
4954,67586.1246,0.675861246
4955,64280.9038,0.642809038
4956,66929.2204,0.669292204
4957,67178.3144,0.671783144
4958,75044.7033,0.750447033
4959,74639.8373,0.746398373
4960,75936.7506,0.759367506
4961,76257.3316,0.762573316
4962,81042.8547,0.810428547
4963,77622.635,0.77622635
4964,74034.0865,0.740340865
4965,75805.284,0.75805284
4966,72066.1609,0.720661609
4967,71723.3352,0.717233352
4968,71757.0802,0.717570802
4969,75534.4534,0.755344534
4970,80931.3563,0.809313563
4971,75203.3278,0.752033278
4972,66145.8542,0.661458542
4973,64131.2969,0.641312969
4974,69662.7168,0.696627168
4975,63104.2709,0.631042709
4976,60110.9706,0.601109706
4977,63938.5734,0.639385734
4978,65991.3302,0.659913302
4979,60806.0946,0.608060946
4980,66098.9931,0.660989931
4981,68545.9198,0.685459198
4982,70712.123,0.70712123
4983,73378.4593,0.733784593
4984,74456.8322,0.744568322
4985,71467.9336,0.714679336
4986,74062.0048,0.740620048
4987,73029.9968,0.730299968
4988,72700.8656,0.727008656
4989,74279.1232,0.742791232
4990,71340.6905,0.713406905
4991,68455.4507,0.684554507
4992,67509.8943,0.675098943
4993,72577.9987,0.725779987
4994,65412.8009,0.654128009
4995,61693.069,0.61693069
4996,60926.4346,0.609264346
4997,57760.8663,0.577608663
4998,55673.5792,0.556735792
4999,55096.9521,0.550969521
5000,58066.645,0.58066645
5001,56198.5368,0.561985368
5002,59215.4421,0.592154421
5003,54042.4633,0.540424633
5004,57041.4059,0.570414059
5005,59616.7489,0.596167489
5006,62644.5377,0.626445377
5007,56611.9362,0.566119362
5008,57221.6961,0.572216961
5009,56809.3812,0.568093812
5010,59715.5802,0.597155802
5011,60936.6772,0.609366772
5012,61809.5906,0.618095906
5013,57386.1451,0.573861451
5014,56332.4641,0.563324641
5015,56446.2994,0.564462994
5016,56207.7459,0.562077459
5017,64790.0525,0.647900525
5018,59576.2321,0.595762321
5019,52033.5681,0.520335681
5020,50499.1733,0.504991733
5021,51105.5725,0.511055725
5022,48873.3177,0.488733177
5023,50761.7208,0.507617208
5024,50464.4877,0.504644877
5025,56387.4718,0.563874718
5026,50488.7816,0.504887816
5027,55326.216,0.55326216
5028,56343.551,0.56343551
5029,56502.3071,0.565023071
5030,59335.057,0.59335057
5031,59093.9021,0.590939021
5032,59038.1233,0.590381233
5033,60566.1476,0.605661476
5034,61346.1999,0.613461999
5035,60821.7577,0.608217577
5036,62591.0415,0.625910415
5037,61017.3489,0.610173489
5038,64583.6671,0.645836671
5039,63705.5281,0.637055281
5040,65572.1013,0.655721013
5041,63174.3802,0.631743802
5042,72471.9937,0.724719937
5043,66238.6021,0.662386021
5044,64800.8852,0.648008852
5045,62631.1104,0.626311104
5046,61851.2568,0.618512568
5047,56882.7329,0.568827329
5048,61001.4309,0.610014309
5049,64111.8216,0.641118216
5050,60984.3099,0.609843099
5051,68939.0202,0.689390202
5052,62327.29,0.6232729
5053,64105.6602,0.641056602
5054,78151.775,0.78151775
5055,68291.8851,0.682918851
5056,69180.0474,0.691800474
5057,69963.0311,0.699630311
5058,76094.3093,0.760943093
5059,74139.3005,0.741393005
5060,75781.7688,0.757817688
5061,70423.2928,0.704232928
5062,74341.5772,0.743415772
5063,76102.8611,0.761028611
5064,77785.5004,0.777855004
5065,83112.7765,0.831127765
5066,73856.306,0.73856306
5067,70852.1514,0.708521514
5068,66824.5688,0.668245688
5069,65888.7303,0.658887303
5070,66499.4366,0.664994366
5071,65738.4274,0.657384274
5072,64931.2445,0.649312445
5073,64212.956,0.64212956
5074,60230.8031,0.602308031
5075,62857.5171,0.628575171
5076,64139.8544,0.641398544
5077,66367.9314,0.663679314
5078,73863.3427,0.738633427
5079,78101.6402,0.781016402
5080,71572.5681,0.715725681
5081,80669.8003,0.806698003
5082,72665.3355,0.726653355
5083,68276.0861,0.682760861
5084,69972.0254,0.699720254
5085,71094.8497,0.710948497
5086,71011.9553,0.710119553
5087,75232.0347,0.752320347
5088,79988.9242,0.799889242
5089,78449.7841,0.784497841
5090,71936.7088,0.719367088
5091,71695.2994,0.716952994
5092,75999.9999,0.759999999
5093,72502.1708,0.725021708
5094,70662.7354,0.706627354
5095,69052.9757,0.690529757
5096,64990.9803,0.649909803
5097,67053.7368,0.670537368
5098,66495.2641,0.664952641
5099,54950.7361,0.549507361
5100,58969.2707,0.589692707
5101,60588.6148,0.605886148
5102,61543.1843,0.615431843
5103,64024.7641,0.640247641
5104,65714.9998,0.657149998
5105,69028.0616,0.690280616
5106,68215.0486,0.682150486
5107,73930.0454,0.739300454
5108,68965.265,0.68965265
5109,82135.8946,0.821358946
5110,77633.6816,0.776336816
5111,75592.8235,0.755928235
5112,70109.0463,0.701090463
5113,79935.019,0.79935019
5114,77824.6336,0.778246336
