Hour,Load (kW)
245,69444.256
246,66138.3214
247,58850.2335
248,62763.0547
249,65079.9351
250,62834.0748
251,59529.8902
252,62179.2454
253,62429.3804
254,70296.8128
255,69892.9928
256,71190.9545
257,71512.5863
258,76299.1626
259,72879.9987
260,69292.5083
261,71064.7664
262,67326.7063
263,66984.9461
264,67019.7589
265,70798.2025
266,76196.1782
267,70469.2249
268,61412.8289
269,59399.3517
270,64931.8541
271,58374.4931
272,55382.2802
273,59210.9729
274,61264.8219
275,56080.681
276,61374.6766
277,63822.7028
278,65990.0079
279,68657.4487
280,69736.9284
281,66749.139
282,69344.3219
283,68313.4281
284,67985.4134
285,69564.7899
286,66627.4786
287,63743.3627
288,62798.9324
289,67868.1656
290,60704.0988
291,56985.5004
292,56220.002
293,53055.572
294,50969.4256
295,50393.9417
296,53364.7802
297,51497.82
298,54515.8758
299,49344.0499
300,52344.1478
301,54920.6484
302,57949.5974
303,51918.1584
304,52529.0832
305,52117.9357
306,55025.3044
307,56247.5737
308,57121.6616
309,52699.3932
310,51646.8916
311,51761.9087
312,51524.5395
313,60108.0327
314,54895.4013
315,47353.9288
316,45820.7279
317,46428.3234
318,44197.2672
319,46086.8714
320,45790.8418
321,51715.0318
322,45817.5499
323,50656.1951
324,51674.7431
325,51834.7148
326,54668.6826
327,54428.748
328,54374.192
329,55903.4413
330,56684.7212
331,56161.5089
332,57932.025
333,56359.5671
334,59927.1224
335,59050.2228
336,60918.0379
337,58521.5611
338,67820.4213
339,61588.2788
340,60151.8133
341,57983.2924
342,57204.695
343,52237.4298
344,56357.3889
345,59469.0429
346,56342.797
347,64298.7755
348,57688.3159
349,59467.9591
350,73515.3493
351,63656.7371
352,64546.1795
353,65330.4457
354,71463.0088
355,69509.2872
356,71153.0453
357,65795.8613
358,69715.44
359,71478.0208
360,73161.9593
361,78490.5369
362,69235.3704
363,66232.522
364,62206.2481
365,61271.7207
366,61883.7404
367,61124.0471
368,60318.1823
369,59601.2144
370,55620.3845
371,58248.4237
372,59532.0887
373,61761.4958
374,69258.2395
375,73497.8717
376,66970.1368
377,76068.7085
378,68065.5856
379,63677.6804
380,65374.9664
381,66499.1397
382,66417.5966
383,70639.0297
384,75397.2753
385,73859.4936
386,67347.7791
387,67107.7329
388,71413.7989
389,67917.3377
390,66079.2725
391,64470.8855
392,60410.265
393,62474.3989
394,61917.3058
395,50374.1598
396,54394.0788
397,56014.8096
398,56970.7682
399,59453.7394
400,61145.3689
401,64459.8269
402,63648.2124
403,69364.6099
404,64401.2327
405,77573.2679
406,73072.4628
407,71033.0149
408,65550.6502
409,75378.0379
410,73269.0698
411,62894.1207
412,57217.396
413,56821.1412
414,62752.8557
415,62532.4487
416,59754.1319
417,58330.5602
418,62961.3881
419,55948.038
420,77417.9568
421,74971.6126
422,81034.9343
423,81056.3434
424,80860.3677
425,74322.1339
426,71152.806
427,65353.412
428,67709.4825
429,66396.5595
430,64473.8509
431,62993.2909
432,69086.3299
433,75331.246
434,74062.2272
435,66074.7486
436,66877.5802
437,66865.1503
438,67136.0778
439,58721.6059
440,60196.2171
441,73908.5765
442,77665.2355
443,86116.6506
444,82388
445,81456.0691
446,65431.4946
447,68737.0783
448,65162.3029
449,60550.9551
450,64933.8267
451,68226.7548
452,68134.2204
453,69120.228
454,64450.21
455,73865.3379
456,67330.9405
457,72006.4412
458,65890.3995
459,59041.5701
460,53148.0988
461,50587.7326
462,49031.5557
463,54432.574
464,46848.8375
465,50772.2273
466,56549.3705
467,63322.7681
468,67133.6639
469,63772.3187
470,63001.7047
471,66054.9085
472,70981.4541
473,71337.1655
474,67456.6622
475,70803.2467
476,67764.122
477,66411.9043
478,70594.5263
479,74203.2034
480,73409.3538
481,80724.9623
482,72451.9059
483,71643.7356
484,65791.6989
485,64019.9262
486,63416.953
487,66589.5366
488,63465.7801
489,52051.9928
490,49923.7979
491,53527.8993
492,49517.2283
493,49261.9252
494,49034.3643
495,52784.4836
496,51154.1387
497,53088.2887
498,52103.2346
499,54546.5334
500,66957.4376
501,68812.8978
502,63519.7085
503,63987.4344
504,63297.6194
505,69077.8828
506,68633.39
507,67525.3525
508,62758.9363
509,63751.4008
510,65239.6762
511,63970.4416
512,60323.2705
513,66449.4391
514,74170.4655
515,71187.459
516,65026.9616
517,67134.9243
518,70129.6776
519,69040.6577
520,70422.5743
521,68410.5269
522,68778.6922
523,72375.9107
524,71689.4578
525,76397.8076
526,76854.5087
527,75748.3828
528,73684.9641
529,79913.4814
530,74811.6746
531,78305.6209
532,77915.5393
533,88011.9674
534,87208.5069
535,86086.5546
536,82242.4873
537,87778.0561
538,87324.2521
539,84595.5876
540,68507.6096
541,78093.371
542,76677.3581
543,84239.0681
544,73800.3659
545,68716.9716
546,86232.9932
547,81154.5554
548,66909.4899
549,82711.3326
550,82064.0147
551,87152.9572
552,80613.005
553,89198.1616
554,85535.0903
555,79779.2718
556,73400.5481
557,60303.2093
558,81398.395
559,80157.2166
560,78158.9667
561,81950.9427
562,82052.8433
563,82265.578
564,82357.8183
565,82290.6185
566,83208.4026
567,76646.4362
568,76980.3534
569,78464.416
570,79318.3482
571,76831.1812
572,71428.0093
573,78702.7678
574,75410.7053
575,77697.5541
576,81021.6421
577,81013.6443
578,70355.6754
579,72384.1131
580,56409.2426
581,48430.3439
582,67184.2444
583,75355.32
584,73824.0856
585,76331.1757
586,77111.3226
587,83433.1529
588,72945.3153
589,82220.9046
590,73790.4106
591,78291.8829
592,79559.0193
593,81334.4237
594,78812.7681
595,78588.1417
596,71739.0557
597,79154.8116
598,79750.5257
599,79584.9259
600,75745.4162
601,76487.2779
602,77344.5815
603,75234.4244
604,77556.9478
605,77594.0609
606,76616.0623
607,76904.6688
608,75522.8225
609,68575.4418
610,65377.2309
611,69027.509
612,69445.1158
613,61139.2586
614,68814.9876
615,62012.4663
616,68473.8687
617,69393.9382
618,68957.3786
619,70301.5892
620,77483.1315
621,82395.699
622,70995.4506
623,67381.6828
624,77078.9061
625,78254.6642
626,76142.7753
627,70770.2758
628,66444.5753
629,62314.8219
630,65274.901
631,60295.728
632,59217.2983
633,50843.9726
634,56250.3398
635,56197.8368
636,58699.7143
637,68123.3713
638,69194.0179
639,67668.3879
640,69707.522
641,69344.1446
642,71269.5628
643,71043.1664
644,70045.3211
645,67113.968
646,69164.2275
647,67653.2324
648,70758.2392
649,75781.9722
650,69243.2062
651,66874.2732
652,60754.9484
653,53519.6458
654,56833.5662
655,56031.9726
656,58220.679
657,62580.3355
658,58415.2467
659,53539.0191
660,65836.6935
661,54602.9306
662,64222.0944
663,64026.9781
664,73353.141
665,66560.5854
666,65443.3775
667,61457.8541
668,62504.1492
669,60535.3784
670,68178.7687
671,64871.6995
672,63935.131
673,47715.2861
674,54428.5272
675,51987.0851
676,52537.5838
677,50703.891
678,50202.5017
679,47574.7869
680,51527.4372
681,57588.4463
682,58830.5431
683,59695.5879
684,61155.2179
685,58602.7291
686,69023.9811
687,72625.3347
688,64896.2616
689,64273.4591
690,67728.0668
691,76840.7537
692,79186.0492
693,76952.4711
694,72144.9637
695,74898.976
696,69917.6862
697,74675.0953
698,77694.2208
699,70314.4095
700,67572.5613
701,61278.8868
702,71541.4075
703,67480.5291
704,68250.9677
705,56626.7572
706,61048.4007
707,61069.2388
708,57942.7571
709,61668.913
710,69146.0436
711,66668.9655
712,70043.6572
713,66319.3938
714,66626.7597
715,69306.8311
716,71884.7217
717,65426.167
718,62851.2315
719,65038.7232
720,69091.3755
721,70468.3577
722,73766.5744
723,66268.1623
724,66257.3669
725,59087.5116
726,57308.895
727,54522.1933
728,58691.8884
729,61084.6224
730,64778.1
731,67326.4221
732,69353.2467
733,68324.8582
734,67740.3582
735,68108.071
736,71139.4271
737,71896.0716
738,72231.7538
739,67188.0516
740,70802.0678
741,65276.3101
742,67165.2722
743,68116.8038
744,65667.7397
745,63700.4126
746,64418.0148
747,61031.7687
748,66822.042
749,65104.8744
750,65013.8695
751,58322.1635
752,57373.7394
753,62207.9948
754,56443.924
755,59582.6544
756,65457.2408
757,61231.6679
758,73950.2086
759,66838.2725
760,71966.5222
761,69100.7322
762,79059.0609
763,75556.5851
764,78916.3098
765,83662.1554
766,84319.6301
767,82953.7372
768,82592.0374
769,79395.9815
770,72925.3903
771,63437.3793
772,61750.0097
773,60135.7016
774,60582.0091
775,55148.7314
776,51459.1271
777,53205.3108
778,60792.0727
779,53278.3198
780,62548.338
781,57300.5438
782,66798.1646
783,66125.2517
784,67675.7414
785,60614.9337
786,62269.9536
787,63245.4726
788,58022.4263
789,55600.8599
790,54287.0474
791,52548.7262
792,54291.78
793,57768.4387
794,68176.0961
795,53971.9183
796,57213.5584
797,56646.969
798,55643.3872
799,55417.573
800,55858.8313
801,61029.7429
802,55919.9361
803,60589.3106
804,59327.0583
805,57087.7448
806,66607.7953
807,61477.1876
808,62886.8134
809,60357.0613
810,61709.5057
811,60325.3446
812,57469.1504
813,60602.3895
814,57381.0398
815,56766.487
816,55980.7904
817,62699.9719
818,59900.9204
819,54731.4014
820,48727.3005
821,48227.0941
822,48381.4754
823,49858.8434
824,54504.9575
825,54494.257
826,52601.6423
827,53776.4029
828,51788.8907
829,53732.5263
830,57754.4479
831,54325.5074
832,57882.8531
833,53373.7228
834,53830.2685
835,58148.2241
836,54164.7531
837,49879.9453
838,55457.6294
839,51301.8569
840,52812.3818
841,57220.867
842,56025.8223
843,59090.0239
844,65842.4903
845,58521.6513
846,57434.2246
847,60474.4087
848,56146.8405
849,57032.5819
850,53215.0862
851,51731.3839
852,59304.0304
853,57738.05
854,62098.7183
855,59985.8781
856,64346.2207
857,64680.3988
858,65620.5592
859,63890.8129
860,67916.2021
861,68937.0031
862,63590.6423
863,62609.5871
864,70872.0319
865,69851.6074
866,73239.2434
867,58464.4263
868,68341.4634
869,76033.3889
870,75445.2915
871,69069.0022
872,73214.2454
873,76459.1667
874,75682.9702
875,80211.8784
876,72597.4548
877,79627.9428
878,81689.3739
879,79139.837
880,72156.5334
881,70395.6781
882,66063.6856
883,67027.6949
884,67332.3214
885,72802.2723
886,76604.4408
887,71351.5273
888,68043.4202
889,62838.9161
890,69587.6192
891,67395.766
892,59982.1818
893,55420.6801
894,58931.4857
895,60408.6475
896,57840.1721
897,73595.3875
898,68707.3401
899,77353.5262
900,69252.3842
901,74244.4023
902,72377.4099
903,77336.4426
904,75244.325
905,71213.4291
906,71663.7858
907,68041.5798
908,64667.3312
909,73505.7658
910,70724.601
911,69713.8935
912,71973.4426
913,72920.4856
914,73605.3788
915,84196.585
916,72119.9549
917,69926.511
918,66621.3592
919,59334.0539
920,63247.6575
921,65565.3199
922,63320.2415
923,60016.8384
924,62666.9749
925,62917.891
926,70786.1042
927,70383.0648
928,71681.8068
929,72004.2186
930,76791.5748
931,73373.1904
932,69786.4794
933,71559.5165
934,67822.2352
935,67481.2535
936,67516.8446
937,71296.0662
938,76694.8197
939,70968.6439
940,61913.0252
941,59900.325
942,65433.6042
943,58877.0196
944,55885.583
945,59715.0516
946,61769.6764
947,56586.3109
948,61881.0817
949,64329.8828
950,66497.9626
951,69166.1778
952,70246.4316
953,67259.4162
954,69855.3727
955,68825.2522
956,68498.0106
957,70078.16
958,67141.6212
959,64258.2776
960,63314.6194
961,68384.6243
962,61221.3291
963,57503.5019
964,56738.7744
965,53575.1152
966,51489.7392
967,50915.0255
968,53886.6339
969,52020.4434
970,55039.2685
971,49868.2117
972,52869.0784
973,55446.3476
974,58476.0649
975,52445.3939
976,53057.0865
977,52646.7064
978,55554.8423
979,56777.8785
980,57652.7331
981,53231.2311
982,52179.4955
983,52295.2785
984,52058.6749
985,60642.9334
986,55431.067
987,47890.3592
988,46357.9228
989,46966.2824
990,44735.9902
991,46626.358
992,46331.0918
993,52256.0449
994,46359.3258
995,51198.7334
996,52218.0437
997,52378.7773
998,55213.5068
999,54974.3337
1000,54920.5387
1001,56450.5489
1002,57232.5893
1003,56710.1373
1004,58481.4134
1005,56909.7152
1006,60478.0299
1007,59601.8895
1008,61470.4635
1009,59074.7452
1010,68374.3638
1011,62142.9792
1012,60707.2715
1013,58539.508
1014,57761.6677
1015,52795.1594
1016,56915.875
1017,60028.2853
1018,56902.7955
1019,64859.5297
1020,58249.8255
1021,60030.2238
1022,74078.3688
1023,64220.5112
1024,65110.7078
1025,65895.7281
1026,72029.0448
1027,70076.0767
1028,71720.5878
1029,66364.1566
1030,70284.4879
1031,72047.8209
1032,73732.5113
1033,79061.8405
1034,69807.4254
1035,66805.328
1036,62779.8049
1037,61846.028
1038,62458.7978
1039,61699.8544
1040,60894.7392
1041,60178.5205
1042,56198.4396
1043,58827.2275
1044,60111.6408
1045,62341.796
1046,69839.2875
1047,74079.6673
1048,67552.6796
1049,76651.9982
1050,68649.6218
1051,64262.4629
1052,65960.4949
1053,67085.4139
1054,67004.6161
1055,71226.7943
1056,75985.7847
1057,74448.7475
1058,67937.7772
1059,67698.4749
1060,72005.2844
1061,68509.5665
1062,66672.2442
1063,65064.5999
1064,61004.7217
1065,63069.5976
1066,62513.2463
1067,50970.8417
1068,54991.5018
1069,56612.9735
1070,57569.6726
1071,60053.384
1072,61745.7534
1073,65060.9509
1074,64250.0756
1075,69967.2122
1076,65004.5736
1077,78177.3471
1078,73677.2801
1079,71638.5699
1080,66156.9426
1081,75985.0674
1082,73876.8361
1083,63502.6235
1084,57826.6349
1085,57431.116
1086,63363.566
1087,63143.8942
1088,60366.3123
1089,58943.4752
1090,63575.0374
1091,56562.4212
1092,78033.0736
1093,75587.4628
1094,81651.5175
1095,81673.6593
1096,81478.416
1097,74940.9142
1098,71772.318
1099,65973.6554
1100,68330.4571
1101,67018.2649
1102,65096.2867
1103,63616.4568
1104,69710.2257
1105,75955.8713
1106,74687.5816
1107,66700.8319
1108,67504.392
1109,67492.6903
1110,67764.3457
1111,59350.6014
1112,60825.9398
1113,74539.0262
1114,78296.4117
1115,86748.5531
1116,83020.6284
1117,82089.4231
1118,66065.574
1119,69371.8826
1120,65797.8318
1121,61187.2083
1122,65570.8039
1123,68864.4557
1124,68772.6446
1125,69759.3752
1126,65090.0799
1127,74505.9301
1128,67972.2547
1129,72648.4771
1130,66533.1568
1131,59685.0484
1132,53792.2977
1133,51232.6519
1134,49677.1951
1135,55078.9331
1136,47495.9159
1137,51420.0247
1138,57197.8866
1139,63972.0026
1140,67783.6164
1141,64422.9889
1142,63653.0923
1143,66707.0131
1144,71634.2754
1145,71990.7032
1146,68110.9158
1147,71458.2161
1148,68419.8067
1149,67068.3039
1150,71251.6407
1151,74861.0321
1152,74067.8965
1153,81384.2186
1154,73111.8755
1155,72304.4182
1156,66453.0941
1157,64682.0338
1158,64079.7725
1159,67253.0677
1160,64130.0225
1161,52716.9461
1162,50589.4617
1163,54194.2735
1164,50184.3123
1165,49929.7188
1166,49702.8671
1167,53453.6952
1168,51824.0589
1169,53758.9171
1170,52774.5708
1171,55218.5771
1172,67630.1884
1173,69486.3555
1174,64193.8726
1175,64662.3046
1176,63973.1954
1177,69754.1642
1178,69310.3765
1179,68203.0437
1180,63437.3318
1181,64430.5003
1182,65919.4795
1183,64650.9481
1184,61004.48
1185,67131.3512
1186,74853.0799
1187,71870.7753
1188,65710.9794
1189,67819.6433
1190,70815.0975
1191,69726.7781
1192,71109.3949
1193,69098.0472
1194,69466.912
1195,73064.8297
1196,72379.0755
1197,77088.1237
1198,77545.5228
1199,76440.0946
1200,74377.3732
1201,80606.5875
1202,75505.4772
1203,79000.1197
1204,78610.7341
1205,88707.8577
1206,87905.0924
1207,86783.8349
1208,82940.4621
1209,88476.725
1210,88023.6147
1211,85295.6436
1212,69208.3586
1213,78794.8127
1214,77379.4921
1215,84941.894
1216,74503.8834
1217,69421.1803
1218,86937.8928
1219,81860.1454
1220,67615.7701
1221,83418.3025
1222,82771.674
1223,87861.3056
1224,81322.042
1225,89907.8869
1226,86245.5035
1227,80490.3726
1228,74112.3361
1229,61015.6842
1230,82111.5564
1231,80871.064
1232,78873.4999
1233,82666.1613
1234,82768.7468
1235,82982.1663
1236,83075.0907
1237,83008.5748
1238,83927.0426
1239,77365.7593
1240,77700.3593
1241,79185.1043
1242,80039.7185
1243,77553.2332
1244,72150.7426
1245,79426.1821
1246,76134.8001
1247,78422.3291
1248,81747.0969
1249,81739.7786
1250,71082.4887
1251,73111.6052
1252,57137.4129
1253,49159.1923
1254,67913.7703
1255,76085.5231
1256,74554.9655
1257,77062.732
1258,77843.555
1259,84166.061
1260,73678.8987
1261,82955.163
1262,74525.3436
1263,79027.49
1264,80295.3003
1265,82071.3781
1266,79550.3955
1267,79326.4418
1268,72478.0281
1269,79894.4559
1270,80490.8415
1271,80325.9129
1272,76487.0739
1273,77229.606
1274,78087.5795
1275,75978.0921
1276,78301.2848
1277,78339.0667
1278,77361.7366
1279,77651.0111
1280,76269.8326
1281,69323.1192
1282,66125.5752
1283,69776.5198
1284,70194.7929
1285,61889.6014
1286,69565.9958
1287,62764.1395
1288,69226.2065
1289,70146.9403
1290,69711.0445
1291,71055.9186
1292,78238.1239
1293,83151.3541
1294,71751.768
1295,68138.6621
1296,77836.5469
1297,79012.9661
1298,76901.738
1299,71529.8988
1300,67204.8583
1301,63075.7644
1302,66036.5027
1303,61057.9885
1304,59980.2172
1305,51607.5495
1306,57014.5742
1307,56962.7285
1308,59465.2627
1309,68889.5762
1310,69960.8788
1311,68435.9045
1312,70475.6937
1313,70112.9712
1314,72039.0438
1315,71813.3015
1316,70816.1098
1317,67885.4101
1318,69936.3223
1319,68425.9798
1320,71531.6386
1321,76556.0232
1322,70017.9085
1323,67649.6264
1324,61530.9521
1325,54296.2995
1326,57610.8696
1327,56809.9252
1328,58999.2805
1329,63359.5855
1330,59195.1448
1331,54319.5649
1332,66617.8865
1333,55384.7705
1334,65004.5808
1335,64810.1105
1336,74136.9191
1337,67345.0088
1338,66228.4457
1339,62243.5667
1340,63290.5059
1341,61322.3787
1342,68966.4123
1343,65659.9859
1344,64724.0598
1345,48504.857
1346,55218.7396
1347,52777.9387
1348,53329.0782
1349,51496.0259
1350,50995.2765
1351,48368.2013
1352,52321.4908
1353,58383.1386
1354,59625.8738
1355,60491.5565
1356,61951.824
1357,59399.9724
1358,69821.8611
1359,73423.851
1360,65695.4138
1361,65073.2468
1362,68528.4895
1363,77641.811
1364,79987.7408
1365,77754.7965
1366,72947.9225
1367,75702.5678
1368,70721.9107
1369,75479.9519
1370,78499.7092
1371,71120.5292
1372,68379.312
1373,62086.268
1374,72349.4188
1375,68289.1701
1376,69060.238
1377,57436.6563
1378,61858.9282
1379,61880.3943
1380,58754.5403
1381,62481.3234
1382,69959.0807
1383,67482.629
1384,70857.9466
1385,67134.3087
1386,67442.2997
1387,70122.9958
1388,72701.5106
1389,66243.5798
1390,63669.2677
1391,65857.3824
1392,69910.6573
1393,71288.2616
1394,74587.1
1395,67089.3093
1396,67079.1348
1397,59909.8999
1398,58131.9033
1399,55345.8212
1400,59516.1356
1401,61909.4883
1402,65603.5843
1403,68152.5243
1404,70179.9664
1405,69152.195
1406,68568.3116
1407,68936.6406
1408,71968.6125
1409,72725.8723
1410,73062.1695
1411,68019.0818
1412,71633.7121
1413,66108.568
1414,67998.1434
1415,68950.2877
1416,66501.836
1417,64535.1209
1418,65253.3346
1419,61867.6996
1420,67658.5835
1421,65942.0262
1422,65851.631
1423,59160.5344
1424,58212.7192
1425,63047.5831
1426,57284.1204
1427,60423.4584
1428,66298.652
1429,62073.6858
1430,74792.8329
1431,67681.5027
1432,72810.3579
1433,69945.1729
1434,79904.1062
1435,76402.2345
1436,79762.563
1437,84509.0118
1438,85167.0894
1439,83801.7989
1440,83440.7012
1441,80245.2468
1442,73775.2567
1443,64287.8463
1444,62601.077
1445,60987.3687
1446,61434.2755
1447,56001.5967
1448,52312.591
1449,54059.3727
1450,61646.7322
1451,54133.5764
1452,63404.1913
1453,58156.9935
1454,67655.2102
1455,66982.8926
1456,68533.9772
1457,61473.7641
1458,63129.3781
1459,64105.4907
1460,58883.0376
1461,56462.064
1462,55148.8438
1463,53411.1144
1464,55154.7596
1465,58632.0093
1466,69040.2573
1467,54836.6695
1468,58078.8993
1469,57512.8991
1470,56509.906
1471,56284.6801
1472,56726.5263
1473,61898.0253
1474,56788.8055
1475,61458.7665
1476,60197.1003
1477,57958.3724
1478,67479.0081
1479,62348.9851
1480,63759.1952
1481,61230.027
1482,62583.0547
1483,61199.4765
1484,58343.8648
1485,61477.6859
1486,58256.9179
1487,57642.9462
1488,56857.8302
1489,63577.592
1490,60779.1202
1491,55610.1806
1492,49606.6585
1493,49107.0306
1494,49261.9899
1495,50739.9354
1496,55386.6265
1497,55376.5026
1498,53484.4641
1499,54659.8004
1500,52672.8635
1501,54617.0738
1502,58639.5698
1503,55211.2032
1504,58769.1222
1505,54260.5649
1506,54717.6832
1507,59036.2108
1508,55053.3114
1509,50769.0748
1510,56347.3296
1511,52192.1273
1512,53703.2219
1513,58112.2765
1514,56917.8006
1515,59982.5706
1516,66735.605
1517,59415.3334
1518,58328.4737
1519,61369.2244
1520,57042.2223
1521,57928.5293
1522,54111.5988
1523,52628.4612
1524,60201.672
1525,58636.2554
1526,62997.487
1527,60885.2097
1528,65246.1147
1529,65580.8547
1530,66521.5766
1531,64792.3913
1532,68818.3411
1533,69839.7021
1534,64493.901
1535,63513.4049
1536,71776.4084
1537,70756.5421
1538,74144.7359
1539,59370.4761
1540,69248.07
1541,76940.5519
1542,76353.0104
1543,69977.2765
1544,74123.0747
1545,77368.5504
1546,76592.908
1547,81122.3697
1548,73508.4992
1549,80539.5398
1550,82601.5231
1551,80052.5379
1552,73069.7855
1553,71309.481
1554,66978.0387
1555,67942.5978
1556,68247.7737
1557,73718.2734
1558,77520.9903
1559,72268.6247
1560,68961.0651
1561,63757.1079
1562,70506.3575
1563,68315.0504
1564,60902.0117
1565,56341.0551
1566,59852.4053
1567,61330.1113
1568,58762.1795
1569,74517.9381
1570,69630.4334
1571,78277.1618
1572,70176.5615
1573,75169.1209
1574,73302.6693
1575,78262.2424
1576,76170.6646
1577,72140.3081
1578,72591.2037
1579,68969.5361
1580,65595.8254
1581,74434.7975
1582,71654.1697
1583,70643.9987
1584,72904.0839
1585,73851.6624
1586,74537.0907
1587,85128.8316
1588,73052.7355
1589,70859.8253
1590,67555.2067
1591,60268.4341
1592,64182.5698
1593,66500.764
1594,64256.2168
1595,60953.3444
1596,63604.0112
1597,63855.4572
1598,71724.1996
1599,71321.689
1600,72620.9594
1601,72943.8991
1602,77731.7826
1603,74313.9252
1604,70727.7405
1605,72501.3035
1606,68764.5477
1607,68424.091
1608,68460.2066
1609,72239.9522
1610,77639.2292
1611,71913.5764
1612,62858.4802
1613,60846.302
1614,66380.1028
1615,59824.0393
1616,56833.1233
1617,60663.1119
1618,62718.2563
1619,57535.4099
1620,62830.6994
1621,65280.0187
1622,67448.6161
1623,70117.3485
1624,71198.119
1625,68211.6197
1626,70808.0919
1627,69778.4866
1628,69451.7597
1629,71032.4233
1630,68096.3983
1631,65213.5679
1632,64270.4225
1633,69340.9397
1634,62178.1562
1635,58460.8403
1636,57696.6236
1637,54533.4746
1638,52448.6085
1639,51874.4041
1640,54846.5213
1641,52980.839
1642,56000.172
1643,50829.6225
1644,53830.9961
1645,56408.7716
1646,59438.9947
1647,53408.8291
1648,54021.0265
1649,53611.1508
1650,56519.7906
1651,57743.3301
1652,58618.6876
1653,54197.6879
1654,53146.4543
1655,53262.7386
1656,53026.6358
1657,61611.3947
1658,56400.0283
1659,48859.8199
1660,47327.8823
1661,47936.7403
1662,45706.946
1663,47597.8112
1664,47303.0419
1665,53228.4913
1666,47332.2681
1667,52172.1711
1668,53191.9763
1669,53353.2043
1670,56188.4277
1671,55949.7479
1672,55896.4458
1673,57426.9484
1674,58209.4807
1675,57687.52
1676,59459.287
1677,57888.0792
1678,61456.8838
1679,60581.2327
1680,62450.2956
1681,60055.0656
1682,69355.172
1683,63124.2748
1684,61689.0539
1685,59521.7767
1686,58744.4223
1687,53778.3993
1688,57899.5997
1689,61012.4944
1690,57887.4883
1691,65844.7058
1692,59235.4844
1693,61016.365
1694,75064.9918
1695,65207.6155
1696,66098.2929
1697,66883.7933
1698,73017.5898
1699,71065.1009
1700,72710.0908
1701,67354.1378
1702,71274.9468
1703,73038.757
1704,74723.9241
1705,80053.7295
1706,70799.79
1707,67798.1678
1708,63773.1194
1709,62839.8165
1710,63453.06
1711,62694.5897
1712,61889.9471
1713,61174.2005
1714,57194.5912
1715,59823.8501
1716,61108.734
1717,63339.3593
1718,70837.3203
1719,75078.1691
1720,68551.6498
1721,77651.4364
1722,69649.5276
1723,65262.8356
1724,66961.334
1725,68086.7189
1726,68006.3866
1727,72229.0297
1728,76988.4845
1729,75451.9111
1730,68941.4041
1731,68702.5646
1732,73009.8365
1733,69514.5803
1734,67677.7194
1735,66070.5358
1736,62011.1179
1737,64076.4535
1738,63520.5614
1739,51978.6155
1740,55999.7338
1741,57621.6631
1742,58578.8194
1743,61062.9874
1744,62755.8129
1745,66071.466
1746,65261.0458
1747,70978.6369
1748,66016.4523
1749,79189.6793
1750,74690.0653
1751,72651.8075
1752,67170.6322
1753,76999.2084
1754,74891.4279
1755,64517.6657
1756,58842.127
1757,58447.0574
1758,64379.9562
1759,64160.7327
1760,61383.5986
1761,59961.2087
1762,64593.2176
1763,57581.0476
1764,79052.1457
1765,76606.98
1766,82671.4793
1767,82694.0651
1768,82499.2654
1769,75962.2067
1770,72794.053
1771,66995.8324
1772,69353.0755
1773,68041.3242
1774,66119.7865
1775,64640.3965
1776,70734.6047
1777,76980.6891
1778,75712.8377
1779,67726.5258
1780,68530.5232
1781,68519.2582
1782,68791.3498
1783,60378.0411
1784,61853.8147
1785,75567.3356
1786,79325.1553
1787,87777.7302
1788,84050.2385
1789,83119.4657
1790,67096.0485
1791,70402.7886
1792,66829.1687
1793,62218.9756
1794,66603.001
1795,69897.0821
1796,69805.6997
1797,70792.8586
1798,66123.991
1799,75540.2684
1800,69007.0196
1801,73683.6681
1802,67568.7734
1803,60721.0901
1804,54828.7639
1805,52269.5421
1806,50714.5087
1807,56116.6696
1808,48534.0748
1809,52458.6055
1810,58236.8887
1811,65011.4254
1812,68823.4595
1813,65463.2517
1814,64693.7742
1815,67748.1137
1816,72675.7941
1817,73032.6394
1818,69153.2691
1819,72500.9858
1820,69462.9924
1821,68111.9051
1822,72295.6567
1823,75905.4625
1824,75112.7407
1825,82429.4761
1826,74157.5457
1827,73350.5006
1828,67499.5882
1829,65728.9389
1830,65127.0883
1831,68300.7935
1832,65178.1578
1833,53765.4904
1834,51638.4144
1835,55243.6341
1836,51234.0803
1837,50979.8935
1838,50753.4481
1839,54504.682
1840,52875.4508
1841,54810.7137
1842,53826.7715
1843,56271.1813
1844,68683.1957
1845,70539.7652
1846,65247.6843
1847,65716.5176
1848,65027.8093
1849,70809.1783
1850,70365.7904
1851,69258.8568
1852,64493.5437
1853,65487.1103
1854,66976.487
1855,65708.3528
1856,62062.2811
1857,68189.5483
1858,75911.6724
1859,72929.7627
1860,66770.3611
1861,68879.4188
1862,71875.2662
1863,70787.3395
1864,72170.3485
1865,70159.3924
1866,70528.6482
1867,74126.9564
1868,73441.5921
1869,78151.0298
1870,78608.8177
1871,77503.7779
1872,75441.4443
1873,81671.0458
1874,76570.3222
1875,80065.3508
1876,79676.3508
1877,89773.8594
1878,88971.4786
1879,87850.605
1880,84007.6156
1881,89544.2614
1882,89091.5333
1883,86363.944
1884,70277.0402
1885,79863.8749
1886,78448.9344
1887,86011.7158
1888,75574.0842
1889,70491.7595
1890,88008.8499
1891,82931.4799
1892,68687.4814
1893,84490.39
1894,83844.1372
1895,88934.1439
1896,82395.2549
1897,90981.4738
1898,87319.4639
1899,81564.706
