Hour,Load (kW)
1900,75187.0418
1901,62090.7617
1902,83187.0052
1903,81946.8835
1904,79949.6896
1905,83742.7205
1906,83845.6752
1907,84059.4631
1908,84152.7555
1909,84086.607
1910,85005.4415
1911,78444.5246
1912,78779.4903
1913,80264.6005
1914,81119.5793
1915,78633.4581
1916,73231.3309
1917,80507.1333
1918,77216.1138
1919,79504.0046
1920,82829.1337
1921,82822.176
1922,72165.2464
1923,74194.7224
1924,58220.8892
1925,50243.027
1926,68997.9631
1927,77170.0732
1928,75639.8724
1929,78147.9952
1930,78929.1739
1931,85252.035
1932,74765.2273
1933,84041.8456
1934,75612.3797
1935,80114.879
1936,81383.0416
1937,83159.4712
1938,80638.8398
1939,80415.2369
1940,73567.1732
1941,80983.9506
1942,81580.6852
1943,81416.105
1944,77577.6139
1945,78320.4933
1946,79178.8136
1947,77069.6723
1948,79393.2106
1949,79431.3376
1950,78454.352
1951,78743.9705
1952,77363.1352
1953,70416.7647
1954,67219.563
1955,70870.8492
1956,71289.4634
1957,62984.6125
1958,70661.3469
1959,63859.83
1960,70322.2359
1961,71243.308
1962,70807.7499
1963,72152.9612
1964,79335.5032
1965,84249.0694
1966,72849.8187
1967,69237.0477
1968,78935.2669
1969,80112.0199
1970,78001.125
1971,72629.6185
1972,68304.9101
1973,64176.1477
1974,67137.217
1975,62159.0331
1976,61081.5917
1977,52709.2532
1978,58116.6066
1979,58065.0891
1980,60567.9508
1981,69992.5913
1982,71064.2203
1983,69539.5719
1984,71579.6864
1985,71217.2886
1986,73143.6854
1987,72918.2666
1988,71921.398
1989,68991.0207
1990,71042.2548
1991,69532.2335
1992,72638.2131
1993,77662.9179
1994,71125.1228
1995,68757.1598
1996,62638.8039
1997,55404.4692
1998,58719.3566
1999,57918.729
2000,60108.4005
2001,64469.0211
2002,60304.8954
2003,55429.6299
2004,67728.2655
2005,56495.4628
2006,66115.5858
2007,65921.4278
2008,75248.5479
2009,68456.9486
2010,67340.696
2011,63356.1269
2012,64403.3755
2013,62435.557
2014,70079.8988
2015,66773.78
2016,65838.1609
2017,49619.2645
2018,56333.453
2019,53892.9575
2020,54444.4018
2021,52611.6535
2022,52111.2078
2023,49484.4356
2024,53438.0275
2025,59499.9772
2026,60743.0136
2027,61608.9971
2028,63069.5647
2029,60518.0127
2030,70940.2004
2031,74542.4887
2032,66814.3493
2033,66192.4796
2034,69648.019
2035,78761.6367
2036,81107.862
2037,78875.2127
2038,74068.633
2039,76823.5722
2040,71843.2082
2041,76601.5421
2042,79621.5915
2043,72242.703
2044,69501.7767
2045,63209.023
2046,73472.4637
2047,69412.5042
2048,70183.8606
2049,58560.567
2050,62983.1264
2051,63004.8794
2052,59879.3116
2053,63606.3804
2054,71084.4229
2055,68608.2557
2056,71983.8573
2057,68260.5028
2058,68568.7767
2059,71249.7551
2060,73828.5515
2061,67370.9018
2062,64796.8701
2063,66985.2648
2064,71038.8191
2065,72416.7021
2066,75715.8187
2067,68218.3056
2068,68208.4081
2069,61039.4497
2070,59261.729
2071,56475.9222
2072,60646.5112
2073,63040.1381
2074,66734.5076
2075,69283.7206
2076,71311.435
2077,70283.9354
2078,69700.3232
2079,70068.9229
2080,73101.1648
2081,73858.6941
2082,74195.2602
2083,69152.4408
2084,72767.3387
2085,67242.4618
2086,69132.3037
2087,70084.714
2088,67636.5277
2089,65670.0773
2090,66388.5553
2091,63003.1838
2092,68794.3308
2093,67078.0359
2094,66987.9027
2095,60297.0673
2096,59349.5129
2097,64184.6369
2098,58421.4337
2099,61561.0306
2100,67436.4826
2101,63211.7743
2102,75931.1785
2103,68820.1049
2104,73949.2161
2105,71084.2866
2106,81043.4748
2107,77541.8573
2108,80902.4394
2109,85649.1414
2110,86307.4715
2111,84942.4329
2112,84581.5865
2113,81386.3828
2114,74916.6429
2115,65429.4821
2116,63742.9617
2117,62129.5019
2118,62576.6565
2119,57144.2249
2120,53455.4658
2121,55202.4935
2122,62790.0986
2123,55277.1876
2124,64548.0468
2125,59301.0927
2126,68799.5524
2127,68127.4774
2128,69678.8039
2129,62618.8322
2130,64274.6869
2131,65251.0396
2132,60028.8261
2133,57608.0915
2134,56295.1097
2135,54557.6181
2136,56301.5005
2137,59778.9868
2138,70187.4708
2139,55984.1185
2140,59226.5831
2141,58660.8172
2142,57658.0578
2143,57433.0649
2144,57875.1436
2145,63046.8745
2146,57937.886
2147,62608.0777
2148,61346.6416
2149,59108.1433
2150,68629.0079
2151,63499.2133
2152,64909.6512
2153,62380.7101
2154,63733.9643
2155,62350.6122
2156,59495.2258
2157,62629.2718
2158,59408.7279
2159,58794.9799
2160,58010.0869
2161,64730.0711
2162,61931.8212
2163,56763.1028
2164,50759.8013
2165,50260.3935
2166,50415.5722
2167,51893.7366
2168,56540.646
2169,56530.7398
2170,54638.9184
2171,55814.4712
2172,53827.7501
2173,55772.1758
2174,59794.8864
2175,56366.734
2176,59924.8665
2177,55416.5221
2178,55873.8527
2179,60192.5921
2180,56209.9039
2181,51925.8778
2182,57504.3425
2183,53349.3495
2184,54860.653
2185,59269.9157
2186,58075.6474
2187,61140.6243
2188,67893.8651
2189,60573.7993
2190,59487.1448
2191,62528.1001
2192,58201.3019
2193,59087.8124
2194,55271.0847
2195,53788.1493
2196,61361.5617
2197,59796.346
2198,64157.7781
2199,62045.7006
2200,66406.8049
2201,66741.7434
2202,67682.6634
2203,65953.6755
2204,69979.8221
2205,71001.3794
2206,65655.7739
2207,64675.4729
2208,72938.6708
2209,71918.9984
2210,75307.3854
2211,60533.3182
2212,70411.1042
2213,78103.7775
2214,77516.4269
2215,71140.8833
2216,75286.8711
2217,78532.5359
