,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
0,6488.752837903963,5851.157273101798,8181.437897098911,7109.655880811166,6389.3962031521,4612.7004499391405,6324.909610972554,6997.177314877652,4541.941781652253,5552.029399677231,8116.87582712193,7037.823508265759,7056.177264991741,8362.87731580284,7899.2574261704185,8079.135598305325,6747.195127025214,7584.245778673925,8212.09053168146,7364.140877362045,4767.361520221188,6259.0808519359425,5908.265077238672,5435.170558173716,7280.000758085892,4116.545058742424,7414.508268714056,8166.645724478958,7980.450285922406,8203.293893861533,8417.970027956877,9081.617932778543,7318.608239389773,8546.432227534979,8834.585600521434,8819.365080234287,8622.737271207241,8631.900577083978,8681.33650597034,8837.379389839125,8677.835756322962,8825.92497512954,8858.268141494966,8768.098915616021,8108.429610163412,8226.914600195256,8565.457661923225,8691.695907528716,8587.99603706667,8606.082890392285,8579.34476375845,8343.145263890157,8198.144713782905,8825.200498829878,6566.065909296407,8416.024150561814,8803.24853284505,8304.668215419462,8706.970377729223,7780.262831571443,8394.815811835468,8629.559380275266,8495.442137940674,8232.695669788687,8646.333991758083,8176.067212598063,7820.18868153649,9000.792036724524,8677.456030109754,8515.24765398575,8821.415387096957,8819.046617679089,8360.896203321272,8564.831448747484,5436.199378722655,5871.819447441289,8136.1830284299,5939.444821541934,4281.7892995231905,8610.805364689228,121.93693660270259,164.3515834055885,8514.158569519275,124.70654445768024,104.54091928811062,127.03983095770394,102.7517338363635,8527.866527118384,228.45109811658813,149.95364951303662,243.36559864218765,140.66149531171874,8308.894175285117,135.8595003605686,7948.083640804744,478.05488610801376,231.4242912946195,110.03691963287632,123.41411269652552,175.50228438954684,452.8535700445658,153.15351179604298,178.04421361024973,147.10892947605018,155.67918363628465,131.78339492532436,132.127308042148,578.2847154919056,524.2303015076086,147.652060963319,234.88338107792222,177.87867028210727,149.4431274451062,191.32318242312843,272.4243783729451,144.82315196934996,210.45348677982417,188.5971515101178,207.52293673758422,252.69340474349718,343.8856089583319,249.31982186240577,247.15201560019548,180.7866225728698,324.26256705306855,810.6697085299497,384.9696687426984,262.0383117794432,543.4375385139533,609.3549293061441,372.839140743496,264.58541117862967
1,9028.292741859117,8433.377077216874,8756.302247428886,7561.4322493770915,8611.746018321292,7427.682888169153,8098.5357304582,8277.959041707698,7750.970012084262,8362.757209543539,9464.43842580827,9245.478299250477,9230.592175744614,9041.4139326757,8971.952300804489,9058.67962915175,8612.923845317046,8905.972982745358,9096.302973655429,8514.093865614055,7978.221202427943,8293.27900696826,8581.217317224691,8491.698119457433,8689.752966131942,8203.56100134725,8470.349135117473,8909.409307594524,8707.902006822798,8994.096632972241,8851.075317818639,9529.121034020225,8559.569982115952,9122.124135878345,9514.23477446612,9412.569001717693,9267.977660361268,9273.583373156418,9366.867270339419,9347.227413937202,9090.476793557353,9154.389644118046,9193.302578412215,9084.366180430916,8940.74637223263,8741.654414598259,8750.26620340969,8918.40456388938,8732.78961321916,8600.548823750018,8953.735227655121,8893.552974779654,8470.89575815153,9062.254050657937,8115.40667235926,8477.264544018482,8917.270007521854,8003.8232131133045,8927.757678660379,7162.2763041415765,8307.340733077799,8492.741339043247,8523.584128287133,7865.13943871269,8495.38243451513,7875.054464760404,9336.621911149032,9313.020389045963,9096.159680230032,9239.605071520715,9492.71273814949,9471.813793201318,9451.55852978566,9241.662708521771,9335.37516881026,9050.757385003742,9062.52226983662,7963.014810947347,8656.378273344408,6599.0090766525955,759.5735409680617,1704.4413894632871,8690.488263700427,393.385010368032,500.99435718437155,218.61740042538355,320.3356941284179,7368.998756551952,2581.74293380045,858.616254795981,340.75311380202896,823.0177664683812,8136.835613938235,1460.541013593713,6857.647055375673,526.5563844392435,1331.1335328196658,488.0212849600603,201.61698034936657,751.0253164115624,2565.2460857902997,826.8862777997726,1320.9483002772113,1793.1193999104719,546.9527567202445,976.2661726379042,1787.7733042739887,2462.4336279901318,4190.797032062315,684.4284189898384,1778.7994250518461,1214.9854346614643,1680.6586993550302,1048.5771385212847,1777.2083250983387,3199.497069784112,1962.3334171659326,1280.6234822227661,2292.128566793551,3653.800386309775,2907.7880795677584,3632.7520268338303,2498.4639032203654,2741.35875325461,5559.312869121273,6197.820509775692,3570.112872111741,5864.092770138412,6860.710113877724,7198.328966171262,6154.498907778608,6748.40238162007
2,8277.173495266652,8520.33944401131,8580.906878191965,8093.53243060205,8435.881586663612,8040.443717382035,8166.551882546033,8468.879516731762,8207.455501584973,8314.895533400158,1401.0358211485,6606.611745298066,6983.622600615206,8129.465327193691,8659.412041696514,7951.853644181755,8476.082994867449,8193.998180467039,3730.6283367227334,8211.825697416638,8543.110184011264,8446.308972736777,8877.182388928331,8840.770335727851,8916.800659613404,8484.500257697691,8794.068451140949,8977.079455857167,8957.333618889732,9160.542339453057,8154.570822128207,9001.302543849893,8509.365799783465,8878.962859265956,9154.53657313898,9156.01380980096,9178.786662451192,9278.242666364511,9215.75247445767,9341.461789403385,9111.287789593316,9296.501568407277,9270.319978232365,9115.964978372243,8977.341661512493,8994.597311725276,8898.514825000764,8984.040536989121,8902.433963641179,8693.882253064583,9174.174452583025,9174.95842226565,8860.549823431815,9284.089170039406,8582.327005533807,8921.854764945936,9152.627110348914,8746.592329547824,9257.241794683438,8489.002969608846,8608.858920594468,8896.24177808891,8869.535538721422,8651.662180555713,8952.009941194405,8444.920359128802,1342.7632429502703,816.3151090286625,4454.143592054806,861.7957993589713,3909.8583343169194,9000.841069987702,9042.685532067166,9079.588618293017,9149.43097876019,8980.99084808927,8841.531127383572,8815.48039023743,8758.313902279035,6625.491004130187,4883.483782486134,1437.7004740586028,8678.455432998218,6543.357817881752,6980.262772849973,5977.7562828806385,4594.61729307471,8432.717196333124,1684.7166264480422,6644.928640798721,3645.020582954453,6605.6040178818175,8603.442187864472,6889.688950988814,8529.02288623537,5038.044219198283,683.9449697276948,647.000463758576,991.8200441458451,1164.0919469647033,1343.1636189005428,1034.7163812667081,1088.1891811041369,3063.0702726974055,1396.110012866292,1951.3879616226423,6610.4601529024785,6373.522424532701,5695.560019640478,1247.2961306902166,1640.138438189923,2295.0589767186543,3591.1965007453437,2613.333031869896,5207.54365098091,2464.7784289014276,3404.103554216763,4113.190551006621,2947.6502003512533,2560.4176252940283,5070.598198094573,5144.09092822385,2550.62781573582,3708.152736294213,6211.93313566731,6265.861220367309,2634.167164659258,5196.0794121310055,6264.517290902311,6797.506556794505,5058.0591261697255,6479.6824416915915
3,8716.433544645108,8248.279810045202,8365.579021814492,7743.7694516193305,8186.98000648039,7784.808131971091,8006.073217408004,7979.26048066849,8119.373585006264,8075.489478157174,8652.555922396195,8709.947616121253,8810.789133169037,8577.512678850122,8562.65570658888,8464.450138672057,8308.444764201353,8451.712921074644,8665.267733806231,8107.278396372407,7893.596760908329,7963.99417652955,8224.804013985393,8143.419125797445,8300.381927609502,7956.249531491634,8055.415816276084,8428.584428595192,8370.956845941955,8729.3213713861,8423.596771314255,9220.057905190573,8117.5687312602695,8664.270328450562,9124.330598375876,8978.151871539467,8799.90360951747,8836.527038576234,8942.515412331197,8928.646724193319,8707.733268767986,8859.194240456809,8875.125779060932,8883.595781614502,8825.94032134065,8837.7358556043,8630.576998431317,8792.877927757821,8750.830310227344,8724.59851699806,8765.953846401771,8778.819202199258,8429.27348960097,8952.040869146651,8189.468219688532,8609.810814284576,8849.138064310117,8509.452157035103,9064.753461163291,8228.831286197057,8485.414076603429,8720.946934508469,8745.624903637507,8438.197947239149,8775.969436582853,8293.386815186335,8088.22660211366,5082.300678964169,8234.61853401723,4248.812553436642,9095.53709137007,8951.840609918729,9131.620543223007,8814.448423996362,9148.61533698928,8708.886226296767,8630.415153291606,8612.017214300116,8973.028097277807,8708.157020000175,5910.814477015835,6361.948493988287,8758.252789352173,5679.319013006897,5325.053371864196,5664.53776846635,6102.292497164499,8665.571546051113,6437.0138943061975,5327.354578415149,5658.903347213868,2831.3046059352255,8619.807716859816,4946.579621414961,8571.749077770502,2835.6709144848123,7221.972155911058,7932.534440272273,7987.136668193734,7838.63469131886,6826.91551992233,7855.832962468654,7228.457997501512,6518.409316874837,7827.263839113268,7790.874468078509,2149.832888047566,7001.361191640031,3574.9863498632385,7889.212637304827,7790.470773200361,7727.5826514092105,7584.046058577976,7726.327568077349,6265.132037780341,7692.203275277703,7625.419015927321,7504.867208411059,7596.385542455348,7578.22773186323,6970.701808312749,7270.265799249805,7545.216348857844,7103.078765807561,7393.6338779514845,7199.229543650444,7503.650399752824,7459.675050650619,7415.73990259082,5831.038857371599,6766.485707563411,5023.718539791914
4,9018.276685306279,8745.15429518862,8723.718098852545,8236.038570170893,8483.859540621444,8104.460095946923,8046.12094402358,8244.383589830062,8271.251570066102,8370.757652679198,9654.124556060962,9373.926048988933,9266.975700555447,9081.155661335126,8940.83240827972,9144.031235537272,8648.623338997182,8890.12283203929,9097.363240211145,8446.73135164483,7806.197114576564,8143.3952216670705,8279.136836455935,8161.866988674278,8432.16738012184,7999.630850418743,8169.058458325396,8551.71937219094,8393.750504433014,8738.982350909017,8772.240419023117,9346.944683287518,8339.413191231413,8871.737367103666,9218.927615899822,9085.992657496718,8934.753521886296,8955.566431962594,9099.936554049766,9112.065112180238,8586.751467283942,9032.058079703564,9126.931111521937,9146.624512755985,9071.385086062874,9088.29044913174,8385.548659384349,9055.018406850115,8968.208273808013,8933.837961753952,8782.267069827907,8798.330790911084,8455.702873262626,9040.857755719553,8273.92766273826,8640.19315738695,9029.494226818419,8510.056196257563,8940.041773112895,8271.893787156414,8615.473369061976,8911.955644648668,8937.501704952076,8463.501944340296,8849.373163280025,8275.170540409077,9531.218207604597,6208.514018846845,9188.848916054154,9318.56862680041,9346.233313689372,9195.293778004534,9329.013225229251,9018.527999118336,9348.748404823305,8993.665347684839,9055.446465098756,9072.057049420504,9203.173094724623,9110.423609340638,4414.790990848791,5721.863765812858,8952.389107395344,4665.476502029137,3656.5909335621436,4470.835127075556,5427.823853025696,8976.952677501557,5057.342493450071,5455.711295805697,5268.478845498611,3941.5982020039064,8619.9139452253,3994.9316071818007,8201.52089545167,4681.943460324727,5971.1164728314925,5480.689814464686,6926.42481341236,5989.633190935493,4846.076200418665,6283.2831076991315,5032.80262198693,4815.415673275613,5585.6077375595,5912.342607140126,4040.363671948129,5036.931132932293,3458.775235816257,6529.853992333696,5068.132473017521,5074.673519468144,5209.102244562467,5035.344600947921,4816.230224013038,5808.509683095501,5326.065595791051,4658.335117689804,5674.995418739583,5831.997649506471,4751.614408275215,5757.557146801309,5934.681076060997,5254.506362209734,6219.825261962292,6182.678907939734,6123.438295364562,5574.283564347033,5815.976050403735,6701.1040257811255,5440.500743123999,6487.18851612825
5,3555.510785345245,6335.330908181714,4432.930930649676,6372.460598070578,4510.443830801846,7674.8316054483885,5517.13609319427,5195.763061434669,8093.033813746342,4483.188197133969,4267.389525501664,4525.494103636873,2964.4912450362935,3758.0270257512348,3786.0885802434796,6463.6511207212925,4399.32403154713,3122.136019447707,3455.0290606572407,4160.42081658471,6778.6246298013175,5272.89974698487,6186.719255388743,7025.55706542764,5554.483563035483,6292.550791746956,6710.227383717253,5634.270525148648,6719.322447127317,5594.533982015581,3769.758005376626,3341.1698801736143,4977.250528840192,5187.993852090805,3147.403747820854,3628.476158459723,5993.957159660863,6927.994168106355,2259.6862593336486,5542.071510309584,4991.7998888633365,5990.824669755217,6813.309991879317,4509.570519990988,3361.6960742208257,2084.9919513137907,3598.6586064609874,2961.112588109978,3666.5903765833455,5407.702589435886,6503.362210126497,5559.862969072054,5686.900933955208,5691.093194149796,4339.829092985002,5097.5975329416515,4890.286939255101,4531.339994704317,5854.088219994848,4221.69153765763,3340.172273366472,3898.109449727447,4923.604731276427,4853.438430850952,5543.617490293472,4808.354921977168,4805.899641493392,4076.3399700624327,5528.4079054089225,5050.066070875742,4493.462150082258,2659.5247552378555,4835.15192999467,2376.0186470058743,4563.246173877713,2479.7438843660216,2836.6069674642504,4447.958335662905,4060.312478901011,3523.2603836371854,1623.7681680122123,7061.002491962194,2277.7039141448226,1872.3403238083176,660.7549716993591,1904.6442669115115,205.06672414674696,4435.647353925381,5311.7410526518415,1195.0760937993787,3847.7526812100314,1981.2880114619834,3294.1757196679755,485.6860695373526,3572.156487684236,707.4973691262765,3522.5916210873133,339.60917317380563,420.9626338254609,2393.8210290315756,5774.278376044092,3003.2094004381297,4448.777050899307,5217.593212751041,3304.142411677098,2584.3931018701765,308.51983409484984,3132.773536521141,860.6878873236444,700.6404028831041,6407.996172378947,4236.599702480055,6902.00650727612,5731.814514911383,2022.2281573357004,5566.247070104654,6730.849219594578,6669.195420520444,6923.58606744551,6054.257074482555,3677.642226430244,4842.6411570807795,5065.134287258296,6897.334803500107,1996.1235442362513,1127.007483387529,4830.727868914287,5195.936697546018,3500.024990227619,1805.320641471848,3147.919159832982,3155.9898436062067
6,6677.753683696722,6480.05240127515,3570.5067567515875,6925.984095395799,1682.7630283558328,7368.271935580533,6923.826549294532,7147.790598588201,7818.5705960499345,4126.009167702646,7781.389261784118,8346.971577080707,7765.423048414929,8411.243134959497,7925.424784756226,8313.875908749633,4954.440459888941,8172.810100202066,8632.894357436417,7358.513946866579,7686.301300456562,4815.531080711274,7501.4668106530435,7747.615646364322,7345.694335055884,7356.5278841626905,7538.174158158468,7711.009027749421,7063.926491231725,7802.177315569347,8321.98593622874,7209.330962833517,6752.933345506472,8428.954909098973,7656.219302188101,8784.531462651732,8418.386937386835,8374.345867438426,8773.783780878959,8715.43225992345,8466.33141580415,8370.69384003323,8559.296827912674,8615.342715642182,8002.785089041188,7628.62446433328,8271.787841820606,8098.45997872868,8455.921871804703,8343.771500185205,7918.312017596419,7988.3976494087665,7681.687281929326,8374.379580101444,7235.721947243772,7655.872978431238,8444.745324563466,7632.591635790282,8462.278970830794,7359.797030996201,8144.104982051366,8037.975505039948,8260.883556975046,7636.033938625893,8322.479696692095,7726.431531790663,6637.6222903997705,8098.791647597125,7518.08205304293,5986.222253016174,6750.111825159073,8122.638924145956,5424.068841837016,7611.8166340161215,6800.384081946566,7867.752761314185,7670.894675838654,7799.849663588297,7309.281870050485,6559.053227612621,8321.86226763602,8261.252846166612,8203.595479929676,8295.3787225137,8203.053961469212,8324.09399224864,8446.086214170442,7004.58967373117,8076.353638632329,8363.253948060546,8400.506925286216,7773.689373285182,7855.334248147784,7724.492903519622,7893.634101970568,7358.357331155021,7866.118820239747,7235.675693392247,7483.867983104446,7686.8375033748125,7861.919999601556,7588.275923386242,7788.375818049925,7942.672616712185,7429.163211566314,7314.518907275882,7648.4473475402565,7930.013471975938,6940.342695452526,7372.1573888507955,7598.013401769118,7254.16121285755,7748.584869588797,7482.719107604739,7987.765728872134,7166.357728362996,7275.0572726816945,7598.679654287827,6604.59299096024,6792.754356544396,7723.1095222609165,4652.252833901944,6989.021586155402,6955.824330150634,4781.093291473873,6877.685285308049,7061.559007251911,6088.10958268998,3782.5808597850555,3425.249305643343,4426.525729022771,3533.7218932262945
7,8617.458182004353,8616.558135651087,8451.14811104381,8246.258585156913,8429.836712143606,7989.638975006491,8204.668476196006,8570.105440454128,8124.924770513708,8510.134051673916,8612.760009287253,8719.429392650625,9091.331712675854,8949.11036759953,8784.795518460742,8700.581102320502,8445.351372456887,8902.088639686954,8722.785449689001,8544.430600945556,8360.997741988798,8437.470983897783,8552.869936179293,8266.259587151737,8375.416071718933,7979.873636311097,8374.418774000798,8126.658125000797,8477.547614590601,8483.29748621636,8855.348325467974,8753.873627622232,8458.685843966403,8868.59579915783,9190.225522606568,9035.903322764829,8831.839209769605,8794.527255459276,8964.817758077195,8947.49716383367,8689.473374197018,8717.086431381924,8782.504586004288,7651.241397551635,6949.613354318659,6752.781310787835,7841.131614460459,7791.365842778709,7428.771712130985,7301.560992675366,8542.884907453996,8548.967940782406,8318.2055151337,8683.246847167497,8025.301144508286,8249.075683955776,8244.592101504035,8201.739212597899,7737.428135865138,7553.847734908668,6242.833367480681,3219.8481342215705,5999.209859233199,7979.599918534948,6876.439256398236,7430.9188568761,8083.79050434821,8549.897391902872,8549.016081642436,8940.301816910529,9235.1596364254,9118.02135996308,9006.03183841496,8358.018984477612,8677.316223907686,7993.216477790001,7592.099165394556,7572.20187617645,7094.232547647494,5815.433031059941,6075.870696881465,4728.387776935432,4923.492877952093,6747.47909051223,7331.803200449997,6288.715265517579,6054.146064735621,6208.503720367037,4673.682074419804,6772.244484339543,6716.868973012457,6936.65118765559,4109.058047468412,6651.748876214989,4636.603680746164,6696.60451019752,2137.4335116321367,4598.937660831681,3862.8743290668144,2418.296368560143,2425.9746584000036,2799.616685548708,1874.6452791865966,6379.479942807456,2466.325118030667,3086.588824819171,6873.987153530113,6510.000882447639,5445.299151366366,4956.4906834083195,2317.967813608112,2670.337494569446,4940.881416906307,3115.5176618240735,6425.656807841912,3875.176672242118,3279.761545169054,4925.439428546844,3641.7704475088753,3991.1709171534553,5791.715759583998,5989.948727730076,4753.43017019665,3596.8118900138866,6352.436439150054,6404.193311752298,5636.125779664064,5780.062540445953,4769.236174410697,6506.155447285504,4939.88389999908,6316.565722998832
8,7599.660411053668,6743.688207534552,8593.445134383019,5222.49794656665,7215.338284327041,6518.474521484851,4963.55520101447,6979.340141114082,5204.408300131972,7290.535638014119,9301.610920362871,9115.35257310545,7516.418396616411,8672.396107850875,8131.735518097902,9104.572729860769,7939.855448289287,9045.135730693853,9330.967619886706,8291.966948656223,5292.592989514601,6870.258687896424,5920.998989340841,5518.14312092922,7320.618793324017,3808.06056736876,5061.705759169864,8447.077314397984,6251.885088641591,8136.311036212524,9049.444307988124,9604.30151579935,8455.62404169625,8432.686887162536,9474.368929190177,9004.314056410065,8401.89739712381,8656.513735365192,9302.709203070835,8803.90785208462,8420.528365274979,7954.710774796913,8249.329906640207,8368.364305867672,8727.060894694407,8493.814911463664,7693.401011413054,8307.5851944213,8406.359214820166,7490.389139992859,6873.651967173882,6737.582606904378,5795.238842437321,7076.13983290119,5375.570825273461,6046.19387357422,5778.9359433068585,5085.758283171892,6002.85250261594,4173.694108828772,7326.257750604912,7108.822959861357,8133.171584212373,5134.364622182441,5995.382502265379,5818.242811863614,9054.237712970084,9186.996860144933,9098.093199305187,9431.483238005685,9582.092132572849,9465.917031499393,9498.701318894271,9231.487168304515,9476.6549657269,9128.262752298087,9112.643133522857,9068.435885691071,9230.142900788931,8540.98247846316,334.2385410099314,2215.444211275319,7946.6565775249655,233.20491960529438,367.85208975185947,457.8297576510928,405.7320064137089,8751.807576040745,2765.1265305628804,381.9412352163487,1229.1486321524121,400.42483902051873,8505.081044256216,226.66754701252984,8504.575639572315,897.8075414167731,4772.80521468297,5692.077704103707,5778.024152773114,5096.019105439558,5162.72668105663,5915.712935311451,5258.659128478142,2282.2317292715884,5036.028141631119,4929.429243780092,170.3326906927004,1091.1598329800552,582.7125585281832,5434.914912487137,2529.5965353943,3697.4085850238553,2405.320369938168,2819.2568725414817,1198.920775563256,3365.126589380843,1870.8840409339052,796.3397048413979,2019.36824158479,1835.9977049765473,956.4188816782031,377.3185138603415,3495.9281866359356,1605.3217891080803,1544.264021292407,2511.9446984637866,4984.2826839551135,721.4822711055131,636.6244366918763,585.6928885877062,1274.792409588798,862.4357423847741
9,3548.384752733027,3069.046440953886,1737.9638833046417,1480.4223471112448,1311.1504878729888,1916.7210529187132,1157.5060318106723,1185.6180810224585,3093.6892442737853,1035.4335907772054,3897.7041392988817,2791.1032920185617,2358.8055421799622,2212.4502369762426,2043.6226480348073,5984.800307242242,1405.646973996275,2868.7985347985236,5260.347247850321,1274.1171692090936,2123.8575547260225,854.1550667615671,1955.5368611381077,1657.625870928649,1470.496055912563,2332.6004612591996,900.1879087831308,913.8754099687264,766.9911857807349,1049.868973079072,4331.697679394285,3910.9958651134716,1151.0586567121552,3341.461218700181,3772.353141402846,3509.9038452119976,2656.26173876526,1681.4391992878795,4173.990529171845,6087.684833508844,4046.53657529202,1782.0261237692584,4190.075189491743,687.0329382470003,1083.8602576028113,654.8539554541652,1434.5860834887044,1115.1626828212613,664.113464784512,1675.3902826127087,983.6431659160254,1385.7835592968263,995.2724204784066,1850.546901585948,1237.976776667279,2014.715424545605,1003.7030824697264,2711.4085415980016,2237.5897961662804,1404.5766415281369,1121.5197646966142,2055.9747354749584,3149.246100767799,1738.868929909439,3652.7474068503925,2132.4460655256676,5608.197240441558,4055.5902523731647,4777.116552657506,5658.300474951056,4693.037839097531,2900.057353473013,1456.6932155740155,1770.0586860641474,1746.2239350281586,1998.59078990159,1039.3403094967678,1359.8055685168222,1830.9589332040557,848.3258021258567,1458.6259436243402,1874.9541651106629,565.2977123731552,1127.9039249927196,940.576523712421,2597.852373804961,2322.292653660847,879.6964144863788,2545.244954315937,2423.322440539936,2002.6458177197178,1670.8601632495356,490.6222179732953,1021.1767747322043,518.3911717808486,1695.2140193407204,3105.447938146108,6521.783133012422,6537.796791180635,4459.874388211033,3353.5916094539234,6037.834730028858,4081.778682617684,2553.285190356005,6382.455890543406,6451.285208598059,1026.0109701381996,1495.335082299417,1485.5814184766716,7414.400920603026,4573.494132426377,5346.079019641684,4289.165800737897,5336.835887175888,3264.123544871323,7302.386644680215,4989.637942162065,3851.766479741138,7431.621571391956,5766.979088173315,3193.8373619938757,5103.036399818279,5795.3969481227805,6559.316221939083,4756.40182468099,3781.5825150318724,7170.16905069873,6442.7870444133105,6761.800810644051,4227.311944642749,7031.046666615125,5879.165397844023
